date,PM2.5,O3,CO,NO2,SO2,AQI_PM2.5,AQI_O3,AQI_CO,AQI_NO2,AQI_SO2,AQI,AQI_Category,num_pollutants_available
2011-04-24,10.91999999996567,0.03509537499997634,0.3807175000017875,9.455208250032339,1.1067771612908506,45.0,32.0,4.0,9.0,2.0,45.0,Good,5
2011-04-25,13.599999999976717,0.029448875000003105,0.464029499999462,18.176041500007404,1.10474764516119,54.0,27.0,5.0,17.0,2.0,54.0,Moderate,5
2011-04-26,17.800000000046563,0.022634374999967736,0.4602577499995972,16.514762500001254,1.174059064516039,63.0,21.0,5.0,16.0,2.0,63.0,Moderate,5
2011-04-27,10.919999999984144,0.021841500000011435,0.4983004999988146,13.481249999980326,1.3941522580644647,45.0,20.0,6.0,13.0,2.0,45.0,Good,5
2011-04-28,6.000000000010098,0.019253124999994438,0.3478929999997643,6.452083500005541,0.9500135483868644,25.0,18.0,4.0,6.0,1.0,25.0,Good,5
2011-04-29,8.949999999978724,0.040175624999978815,0.35848849999953175,13.558522749997204,1.1275133225802636,37.0,37.0,4.0,13.0,2.0,37.0,Good,5
2011-04-30,5.819999999994616,0.02522837500004472,0.3590907500001343,9.794791749998685,1.0841790645159202,24.0,23.0,4.0,9.0,2.0,24.0,Good,5
2011-05-01,4.700000000001884,0.02590437500003783,0.3474480000002738,9.349999749993286,1.2077268064520084,20.0,24.0,4.0,9.0,2.0,24.0,Good,5
2011-05-02,6.899999999985107,0.027283625000020024,0.3967667500006438,17.261393750010498,1.6062664838707772,29.0,25.0,5.0,16.0,2.0,29.0,Good,5
2011-05-03,7.7600000000169675,0.035761125000086776,0.3906450000001632,13.09315475003237,1.4506828709680912,32.0,33.0,4.0,12.0,2.0,33.0,Good,5
2011-05-04,11.349999999976717,0.022091124999990917,0.40509950000017414,12.248414750005635,1.1160730967741952,47.0,20.0,5.0,12.0,2.0,47.0,Good,5
2011-05-05,4.600000000009109,0.02228000000000745,0.3429772499998149,10.583993250010556,1.092506677419098,19.0,21.0,4.0,10.0,2.0,21.0,Good,5
2011-05-06,7.660000000017242,0.044309874999905026,0.3420925000007075,12.415625000004313,1.3716832258050804,32.0,41.0,4.0,12.0,2.0,41.0,Good,5
2011-05-07,14.5,0.03798624999998914,0.41927400000057075,14.880208499988225,1.4089285806452778,56.0,35.0,5.0,14.0,2.0,56.0,Moderate,5
2011-05-08,11.849999999976717,0.03497550000004188,0.4158319999997336,10.218560499997173,1.0495777419357477,49.0,32.0,5.0,10.0,1.0,49.0,Good,5
2011-05-09,4.58000000000795,0.03139537500008318,0.3285762500006767,8.518276499986483,1.2190175161294237,19.0,29.0,4.0,8.0,2.0,29.0,Good,5
2011-05-10,3.5,0.0307664999999987,0.2985120000000968,8.66086324999876,1.1612231935487305,15.0,28.0,3.0,8.0,2.0,28.0,Good,5
2011-05-11,3.949999999997996,0.03274325000001804,0.3181725000000488,10.800946999990927,1.1571272903226602,16.0,30.0,4.0,10.0,2.0,30.0,Good,5
2011-05-12,5.380000000021063,0.029557249999932998,0.35112874999892596,14.044791499982285,1.3252600322600616,22.0,27.0,4.0,13.0,2.0,27.0,Good,5
2011-05-13,7.050000000015352,0.028237249999965068,0.44215699999990205,16.266666750005015,1.3762656451611497,29.0,26.0,5.0,15.0,2.0,29.0,Good,5
