latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
42.355007,70.99706,3005.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),precipitation_sum (mm),wind_gusts_10m_max (km/h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
2001-03-03,3,-7.2,-11.7,0.00,28.1,6.1,174
2001-03-04,71,-5.0,-9.5,0.30,34.2,5.8,183
2001-03-05,73,-7.6,-11.6,1.00,36.4,5.0,176
2001-03-06,71,-9.0,-13.1,0.40,41.4,5.9,185
2001-03-07,3,-7.9,-11.9,0.00,31.0,5.1,186
2001-03-08,3,-6.2,-10.2,0.00,33.8,5.4,184
2001-03-09,71,-4.8,-8.7,0.00,49.0,6.1,181
2001-03-10,73,-4.6,-8.3,8.10,58.3,6.5,185
2001-03-11,75,-5.9,-9.2,18.90,36.7,4.7,185
2001-03-12,73,-6.8,-10.2,2.40,16.2,3.6,146
2001-03-13,71,-9.2,-12.8,0.20,19.4,4.3,185
2001-03-14,3,-8.6,-12.3,0.00,21.6,4.4,190
2001-03-15,3,-9.8,-13.6,0.00,29.2,4.3,183
2001-03-16,0,-5.5,-9.7,0.00,29.2,5.4,180
2001-03-17,3,-5.6,-10.0,0.00,25.9,6.1,181
2001-03-18,73,-7.5,-11.6,1.20,33.5,5.4,181
2001-03-19,73,-8.7,-12.4,3.70,23.0,4.0,175
2001-03-20,3,-8.3,-11.9,0.00,23.0,5.4,191
2001-03-21,1,-6.8,-10.6,0.00,25.6,5.4,182
2001-03-22,3,-5.5,-9.5,0.00,27.4,5.4,182
2001-03-23,73,-4.7,-8.5,1.00,27.7,5.4,181
2001-03-24,3,-1.6,-5.3,0.00,22.7,5.4,180
2001-03-25,3,-0.1,-4.0,0.00,18.4,4.3,178
2001-03-26,3,-0.7,-4.3,0.00,22.3,5.1,178
2001-03-27,3,-1.1,-4.4,0.00,26.6,5.0,182
2001-03-28,73,-2.6,-5.7,3.80,21.6,3.3,179
2001-03-29,3,-3.3,-6.4,0.00,23.0,4.7,162
2001-03-30,3,-2.2,-5.3,0.00,23.8,4.3,182
2001-03-31,75,-2.3,-5.7,16.60,61.9,6.5,194
2001-04-01,75,-6.1,-9.6,20.80,56.5,4.4,253
2001-04-02,0,-8.4,-12.1,0.00,22.0,4.3,152
2001-04-03,73,-5.3,-9.1,0.60,43.9,6.5,184
2001-04-04,75,-2.1,-5.9,14.90,76.7,9.7,200
2001-04-05,3,-4.6,-8.0,0.00,45.0,5.2,197
2001-04-06,3,-3.5,-6.9,0.00,43.9,4.5,204
2001-04-07,3,-4.2,-7.9,0.00,40.7,3.9,189
2001-04-08,2,-1.5,-5.5,0.00,32.0,5.4,161
2001-04-09,0,-0.5,-4.5,0.00,29.2,5.8,180
2001-04-10,3,0.3,-3.5,0.00,25.2,5.8,183
2001-04-11,51,-0.6,-3.9,2.30,39.6,5.4,185
2001-04-12,71,-0.9,-4.0,0.60,31.3,5.1,179
2001-04-13,71,1.1,-2.0,0.70,32.0,5.8,179
2001-04-14,73,-0.1,-3.1,1.80,60.8,5.8,180
2001-04-15,73,-2.2,-5.5,1.20,60.5,5.6,191
2001-04-16,71,-2.6,-5.6,0.20,36.4,4.7,191
2001-04-17,71,-3.4,-6.5,0.90,32.4,5.1,202
2001-04-18,71,-2.4,-5.6,0.60,34.6,5.4,181
2001-04-19,73,-2.7,-5.8,1.80,31.3,4.8,198
2001-04-20,73,-3.3,-6.4,1.30,29.2,4.7,203
2001-04-21,3,-2.2,-5.2,0.00,26.6,5.4,187
2001-04-22,73,0.6,-2.1,3.00,38.2,5.4,178
2001-04-23,75,-1.0,-4.2,7.70,47.2,6.2,191
2001-04-24,73,-2.3,-5.1,1.80,41.0,5.0,201
2001-04-25,3,-1.9,-4.6,0.00,23.4,5.4,150
2001-04-26,0,-0.3,-3.0,0.00,26.6,4.7,180
2001-04-27,73,-1.1,-3.8,1.10,42.8,6.4,278
2001-04-28,3,1.3,-2.0,0.00,29.9,5.1,156
2001-04-29,75,2.1,-1.1,3.20,55.8,5.4,188
2001-04-30,71,1.1,-1.2,0.50,43.9,4.4,201
2001-05-01,73,0.6,-1.7,3.80,20.9,4.2,211
2001-05-02,71,0.7,-1.5,0.80,29.5,4.7,210
2001-05-03,71,1.4,-1.1,0.10,34.2,4.7,216
2001-05-04,3,1.2,-1.2,0.00,34.2,4.3,204
2001-05-05,53,2.8,0.7,2.10,29.9,5.2,172
2001-05-06,71,2.3,-0.1,4.90,31.0,5.4,183
2001-05-07,53,4.6,2.4,2.00,41.0,5.8,182
2001-05-08,71,1.6,-1.1,4.50,55.4,6.5,184
2001-05-09,71,2.4,-0.1,7.20,59.0,6.4,190
2001-05-10,75,3.5,1.1,15.90,72.4,6.9,197
2001-05-11,51,3.1,0.7,0.60,68.0,5.9,196
2001-05-12,53,3.3,0.4,3.80,42.8,5.5,196
2001-05-13,71,2.3,-0.0,4.20,41.4,5.0,209
2001-05-14,53,2.8,0.6,4.00,23.0,5.4,193
2001-05-15,51,5.5,3.6,0.20,23.0,4.7,166
2001-05-16,0,8.4,6.4,0.00,22.3,5.4,164
2001-05-17,53,9.1,7.4,2.30,28.4,5.8,208
2001-05-18,73,4.9,2.5,15.00,63.0,10.0,223
2001-05-19,75,-0.2,-2.9,14.60,38.2,6.6,249
2001-05-20,73,0.7,-2.0,1.50,28.1,6.5,57
2001-05-21,2,3.4,0.9,0.00,30.6,6.6,109
2001-05-22,71,2.9,0.7,11.50,28.8,4.7,199
2001-05-23,73,3.6,1.2,11.50,29.5,4.7,212
2001-05-24,73,3.5,1.4,14.00,23.8,4.5,192
2001-05-25,71,4.7,2.6,8.60,28.4,5.5,220
2001-05-26,61,6.7,4.9,5.90,25.2,4.5,215
2001-05-27,63,6.7,4.8,12.70,28.1,4.6,200
2001-05-28,61,5.7,3.8,14.80,34.9,6.3,232
2001-05-29,61,6.1,4.0,7.10,31.0,4.7,226
2001-05-30,55,8.8,6.9,2.40,27.0,5.1,181
2001-05-31,61,8.1,5.9,10.40,40.7,7.3,209
2001-06-01,73,7.4,5.2,19.00,74.5,8.8,200
2001-06-02,73,3.0,0.1,7.50,93.2,12.7,215
2001-06-03,1,7.0,4.9,0.00,27.7,4.8,125
2001-06-04,53,7.5,5.6,3.70,26.6,5.4,234
2001-06-05,61,6.0,3.6,4.40,35.3,6.9,245
2001-06-06,51,6.6,4.3,0.70,43.6,8.8,244
2001-06-07,51,5.0,2.5,0.60,41.4,8.2,325
2001-06-08,2,8.3,6.1,0.00,29.9,5.8,141
2001-06-09,61,9.4,7.0,3.40,43.6,8.4,222
2001-06-10,51,9.9,7.4,1.30,43.9,9.4,231
2001-06-11,61,6.8,4.8,20.50,61.9,7.4,225
2001-06-12,53,7.7,6.1,5.20,37.8,5.0,234
2001-06-13,61,8.7,6.9,3.30,47.9,8.3,263
2001-06-14,53,8.5,7.2,1.20,29.5,5.6,25
2001-06-15,55,8.1,6.1,4.60,31.3,6.3,42
2001-06-16,51,8.1,5.7,1.90,30.6,5.8,49
2001-06-17,51,9.3,7.4,1.00,31.7,6.7,63
2001-06-18,53,11.2,9.1,1.60,32.4,6.5,41
2001-06-19,53,11.4,9.3,2.30,32.8,6.2,347
2001-06-20,61,9.7,8.0,12.80,37.1,6.7,220
2001-06-21,63,7.4,5.7,16.10,34.6,4.7,173
2001-06-22,53,7.9,5.8,2.30,35.3,8.0,32
2001-06-23,0,9.2,6.8,0.00,38.2,9.6,51
2001-06-24,51,10.4,8.5,0.30,31.3,5.8,344
2001-06-25,51,10.5,8.2,0.50,32.8,7.1,259
2001-06-26,2,12.1,10.5,0.00,25.2,4.7,219
2001-06-27,53,12.5,10.5,1.80,40.3,8.8,249
2001-06-28,53,11.7,10.1,2.00,58.3,9.4,262
2001-06-29,51,13.2,12.2,0.40,36.0,6.4,244
2001-06-30,53,14.8,13.3,0.70,31.7,6.5,228
2001-07-01,53,11.2,9.8,1.90,41.8,6.4,236
2001-07-02,61,8.7,7.2,3.50,40.0,6.6,239
2001-07-03,61,6.7,4.8,4.70,41.0,8.0,256
2001-07-04,73,4.4,2.4,7.70,44.6,6.4,312
2001-07-05,53,7.1,5.3,1.80,28.8,4.8,145
2001-07-06,61,6.9,4.7,7.60,37.8,8.1,240
2001-07-07,61,7.5,5.6,5.60,33.1,6.6,249
2001-07-08,63,7.8,6.1,8.30,31.3,5.8,241
2001-07-09,51,10.2,9.0,0.10,27.4,4.7,84
2001-07-10,2,11.7,10.7,0.00,30.2,4.7,90
2001-07-11,51,12.0,11.1,0.20,36.0,6.0,259
2001-07-12,55,9.1,8.0,2.90,40.0,6.1,311
2001-07-13,53,8.3,6.9,0.80,39.2,6.7,322
2001-07-14,53,7.4,5.6,0.70,34.2,6.1,322
2001-07-15,55,7.1,5.5,2.90,35.3,7.2,335
2001-07-16,53,8.0,6.3,2.80,29.2,5.0,238
2001-07-17,63,7.4,5.1,13.30,46.1,8.0,195
2001-07-18,63,8.4,6.5,17.40,54.4,7.7,195
2001-07-19,63,9.4,7.7,17.90,61.9,8.5,205
2001-07-20,63,8.6,6.9,18.80,64.4,6.9,213
2001-07-21,51,9.0,7.4,1.50,28.1,4.7,240
2001-07-22,53,9.1,7.8,7.10,29.9,4.7,259
2001-07-23,61,8.8,7.4,17.00,37.1,6.5,274
2001-07-24,61,7.6,6.1,12.80,29.9,6.4,297
2001-07-25,63,8.9,7.6,12.40,32.0,5.1,301
2001-07-26,63,9.7,8.3,12.50,29.5,5.4,240
2001-07-27,63,8.7,7.2,24.00,39.6,6.9,248
2001-07-28,73,4.7,2.8,16.60,34.6,6.2,347
2001-07-29,75,1.5,-0.9,18.80,35.3,6.1,51
2001-07-30,51,2.6,0.1,1.00,30.6,7.3,55
2001-07-31,2,6.1,3.7,0.00,40.7,10.5,70
2001-08-01,53,8.3,6.7,1.00,30.6,6.2,88
2001-08-02,51,10.2,8.9,0.80,27.0,4.7,123
2001-08-03,63,9.9,8.5,13.60,32.4,5.1,224
2001-08-04,63,10.3,8.7,7.20,28.8,4.8,217
2001-08-05,63,9.6,7.9,24.70,56.2,6.3,218
2001-08-06,61,7.9,6.1,6.20,62.3,7.8,213
2001-08-07,51,9.9,8.3,0.30,31.3,4.8,212
2001-08-08,53,8.4,6.5,1.50,36.0,6.6,253
2001-08-09,61,8.6,7.1,6.80,33.8,4.0,224
2001-08-10,51,9.1,7.3,1.40,33.1,6.2,229
2001-08-11,63,8.9,7.1,6.20,34.2,5.4,221
2001-08-12,63,7.9,6.1,13.00,38.5,6.2,231
2001-08-13,61,7.5,5.8,16.40,29.5,5.4,36
2001-08-14,55,6.8,5.3,7.10,24.8,4.7,46
2001-08-15,55,5.9,4.4,7.10,22.0,4.3,240
2001-08-16,53,7.6,6.2,2.70,25.6,4.3,191
2001-08-17,53,8.9,7.2,3.30,32.8,5.5,226
2001-08-18,63,7.6,5.5,7.20,44.6,7.2,222
2001-08-19,51,6.3,4.0,1.60,46.4,8.4,234
2001-08-20,2,9.6,8.2,0.00,25.6,4.4,168
2001-08-21,51,9.7,8.4,0.90,28.4,4.4,349
2001-08-22,61,7.8,6.1,6.90,32.4,6.4,268
2001-08-23,61,7.6,5.7,11.50,30.2,5.2,221
2001-08-24,61,7.8,5.9,14.50,46.8,6.6,218
2001-08-25,73,7.5,5.3,29.60,70.2,9.2,208
2001-08-26,73,5.0,3.1,10.20,45.0,4.4,222
2001-08-27,61,7.3,4.9,5.80,68.4,7.9,200
2001-08-28,61,4.6,2.0,11.60,67.7,8.2,201
2001-08-29,51,5.5,3.0,0.60,32.0,5.9,217
2001-08-30,51,6.2,4.1,0.60,29.9,4.5,214
2001-08-31,1,8.7,6.8,0.00,28.1,5.1,144
2001-09-01,51,10.0,7.6,0.60,28.1,5.8,203
2001-09-02,71,6.9,5.1,13.20,32.8,5.4,215
2001-09-03,61,6.3,4.6,7.60,33.5,4.3,217
2001-09-04,51,6.6,4.6,0.90,30.2,5.4,213
2001-09-05,2,7.9,5.9,0.00,27.4,5.1,181
2001-09-06,53,7.7,4.8,5.30,58.0,9.2,206
2001-09-07,61,6.1,3.4,6.70,65.2,9.8,205
2001-09-08,61,7.8,5.4,7.20,62.3,10.4,219
2001-09-09,61,5.7,3.7,11.70,46.8,6.3,254
2001-09-10,1,5.5,3.4,0.00,33.1,5.6,282
2001-09-11,71,4.8,2.6,0.90,31.7,5.4,239
2001-09-12,75,-1.2,-4.3,10.90,43.9,8.0,284
2001-09-13,2,-1.4,-4.3,0.00,27.4,5.1,213
2001-09-14,71,-0.9,-4.0,0.00,31.3,6.4,233
2001-09-15,0,2.2,-0.7,0.00,25.6,5.0,198
2001-09-16,3,2.6,-0.3,0.00,30.2,5.2,228
2001-09-17,73,2.5,-0.5,0.90,44.6,6.3,222
2001-09-18,73,-1.7,-5.2,9.80,53.3,8.4,221
2001-09-19,73,-5.3,-9.0,1.10,46.4,7.3,218
2001-09-20,0,-4.3,-7.8,0.00,23.4,4.7,205
2001-09-21,0,-1.6,-4.9,0.00,22.3,4.7,181
2001-09-22,73,-1.2,-4.1,2.20,23.0,4.5,242
2001-09-23,75,-2.3,-5.5,4.70,27.4,5.1,199
2001-09-24,3,-0.3,-3.7,0.00,35.3,5.8,197
2001-09-25,73,-1.9,-5.4,3.90,47.9,6.3,194
2001-09-26,2,0.9,-2.4,0.00,32.4,6.2,202
2001-09-27,0,4.7,1.5,0.00,30.6,5.8,197
2001-09-28,61,4.1,1.0,4.20,58.3,11.2,204
2001-09-29,51,3.6,1.0,0.10,25.2,4.7,195
2001-09-30,0,5.9,3.0,0.00,23.4,5.1,187
2001-10-01,1,6.4,3.6,0.00,29.9,5.4,192
2001-10-02,73,3.5,0.9,3.50,40.7,6.1,233
2001-10-03,51,2.8,0.3,0.10,24.1,5.4,181
2001-10-04,75,0.4,-3.3,5.20,65.5,10.8,207
2001-10-05,75,-2.0,-5.7,18.80,74.9,13.1,206
2001-10-06,3,-0.9,-4.7,0.00,32.8,6.1,190
2001-10-07,51,1.7,-2.1,0.40,60.5,7.3,187
2001-10-08,75,0.8,-2.5,15.70,82.4,7.3,190
2001-10-09,75,-5.1,-9.1,3.80,88.2,9.6,202
2001-10-10,73,-13.3,-17.6,2.10,44.3,5.9,208
2001-10-11,0,-10.3,-14.7,0.00,23.8,5.8,183
2001-10-12,3,-4.0,-8.3,0.00,24.8,5.8,186
2001-10-13,2,-3.8,-8.0,0.00,28.4,5.8,186
2001-10-14,73,-3.0,-6.8,7.40,62.3,6.9,184
2001-10-15,73,-3.5,-7.1,6.30,57.2,6.8,188
2001-10-16,75,-2.4,-6.0,27.60,82.4,8.3,190
2001-10-17,75,-5.9,-9.7,14.20,74.9,6.5,210
2001-10-18,71,-7.4,-11.8,0.00,45.7,6.5,187
2001-10-19,75,-4.6,-8.3,11.80,70.6,6.2,189
2001-10-20,75,-3.4,-7.1,18.80,78.5,7.2,193
2001-10-21,3,-4.9,-8.7,0.00,45.4,6.5,186
2001-10-22,73,-4.7,-8.4,7.30,70.2,6.8,186
2001-10-23,75,-4.2,-7.5,18.70,52.6,4.9,210
2001-10-24,2,-5.0,-9.1,0.00,36.0,6.1,185
2001-10-25,75,-3.1,-7.3,8.90,63.7,6.5,185
2001-10-26,75,-2.5,-6.2,6.50,70.6,7.2,181
2001-10-27,75,-5.2,-8.8,14.20,65.2,6.0,202
2001-10-28,0,-8.4,-12.6,0.00,42.1,5.1,193
2001-10-29,73,-8.4,-12.7,5.90,43.2,5.8,186
2001-10-30,73,-6.9,-10.9,13.00,63.7,6.3,191
2001-10-31,73,-6.9,-10.8,3.60,61.2,5.6,196
2001-11-01,73,-6.2,-9.9,7.90,44.6,4.5,186
2001-11-02,73,-6.2,-9.5,3.50,27.7,4.0,180
2001-11-03,3,-6.3,-10.2,0.00,23.0,4.7,181
2001-11-04,3,-6.7,-10.9,0.00,33.1,5.1,185
2001-11-05,0,-8.6,-12.9,0.00,33.5,5.4,184
2001-11-06,1,-8.9,-13.2,0.00,24.5,5.4,184
2001-11-07,3,-7.8,-12.3,0.00,30.6,5.8,183
2001-11-08,73,-6.4,-10.5,7.80,33.5,5.4,184
2001-11-09,73,-5.0,-8.4,13.50,31.7,4.3,183
2001-11-10,71,-5.5,-8.9,1.10,18.7,4.0,178
2001-11-11,0,-6.1,-10.1,0.00,22.0,5.1,181
2001-11-12,71,-5.3,-9.6,0.10,33.5,5.4,183
2001-11-13,73,-3.3,-7.3,1.90,42.1,5.8,183
2001-11-14,73,-4.5,-8.4,1.90,42.5,5.4,183
2001-11-15,71,-5.9,-9.8,0.70,45.4,6.1,184
2001-11-16,3,-4.5,-8.9,0.00,38.9,6.1,183
2001-11-17,3,-2.1,-6.6,0.00,38.5,5.8,181
2001-11-18,3,-1.9,-6.3,0.00,37.8,5.8,181
2001-11-19,3,-3.9,-8.4,0.00,40.3,6.1,181
2001-11-20,73,-10.1,-14.3,3.40,37.1,6.5,187
2001-11-21,3,-8.1,-12.8,0.00,31.3,5.8,186
2001-11-22,3,-4.4,-9.0,0.00,37.8,5.5,187
2001-11-23,3,-3.9,-8.3,0.00,35.3,5.1,186
2001-11-24,3,-3.1,-7.4,0.00,25.2,5.1,185
2001-11-25,73,-6.8,-10.9,2.30,59.0,6.2,188
2001-11-26,71,-10.3,-14.4,0.00,48.2,5.2,198
2001-11-27,3,-10.9,-15.2,0.00,50.8,4.8,214
2001-11-28,3,-11.0,-15.5,0.00,42.1,4.9,199
2001-11-29,3,-14.3,-18.7,0.00,40.0,6.6,196
2001-11-30,73,-13.8,-18.1,2.60,35.6,5.4,190
2001-12-01,71,-13.4,-17.7,1.30,41.4,5.4,188
2001-12-02,71,-15.9,-20.1,0.00,40.3,3.8,191
2001-12-03,0,-14.6,-19.1,0.00,22.7,4.7,181
2001-12-04,0,-13.5,-18.3,0.00,25.6,5.1,188
2001-12-05,3,-10.1,-15.0,0.00,31.7,5.5,190
2001-12-06,73,-10.0,-14.2,9.40,55.8,5.0,200
2001-12-07,75,-11.2,-15.4,12.90,49.0,5.4,202
2001-12-08,73,-12.8,-17.0,1.60,51.8,5.1,222
2001-12-09,3,-17.6,-21.9,0.00,44.6,5.0,214
2001-12-10,0,-16.7,-21.4,0.00,28.4,5.8,175
2001-12-11,0,-13.2,-18.0,0.00,20.9,4.8,185
2001-12-12,73,-11.1,-16.0,1.40,28.4,5.8,184
2001-12-13,73,-14.6,-19.0,7.50,44.3,5.4,186
2001-12-14,71,-15.1,-19.5,0.60,35.3,5.8,189
2001-12-15,3,-11.6,-16.3,0.00,34.2,5.4,187
2001-12-16,71,-7.3,-12.0,0.10,22.0,4.7,183
2001-12-17,73,-10.8,-15.0,9.10,36.7,4.8,186
2001-12-18,71,-13.9,-18.6,0.00,36.7,6.8,183
2001-12-19,3,-7.6,-12.5,0.00,38.9,6.1,182
2001-12-20,75,-6.3,-10.7,7.80,69.8,6.2,183
2001-12-21,75,-6.2,-10.0,23.30,75.2,6.2,183
2001-12-22,73,-9.1,-12.8,6.90,37.4,4.5,191
2001-12-23,71,-11.8,-16.0,0.00,40.0,5.8,187
2001-12-24,0,-11.7,-16.4,0.00,39.2,5.8,188
2001-12-25,1,-9.3,-14.1,0.00,25.9,5.4,184
2001-12-26,0,-8.4,-13.0,0.00,25.6,5.4,182
2001-12-27,3,-7.8,-12.4,0.00,31.3,5.8,184
2001-12-28,73,-9.0,-13.1,9.50,45.4,5.2,187
2001-12-29,73,-9.5,-13.7,0.70,40.3,5.8,190
2001-12-30,73,-6.7,-10.8,3.20,54.4,6.6,187
2001-12-31,75,-7.4,-11.3,10.20,53.3,7.0,191
2002-01-01,2,-8.1,-12.7,0.00,30.6,6.1,183
2002-01-02,73,-5.3,-9.7,1.10,28.1,5.4,182
2002-01-03,3,-4.0,-8.0,0.00,27.0,5.1,183
2002-01-04,3,-3.8,-8.0,0.00,31.7,5.1,184
2002-01-05,73,-7.1,-11.1,6.20,51.8,5.1,182
2002-01-06,73,-8.1,-12.2,4.50,61.6,5.9,188
2002-01-07,3,-8.7,-13.0,0.00,46.4,6.5,183
2002-01-08,73,-4.9,-9.3,0.90,70.9,6.9,183
2002-01-09,73,-7.4,-11.3,8.30,56.2,6.9,192
2002-01-10,73,-10.1,-14.3,6.50,53.6,6.3,195
2002-01-11,73,-11.5,-15.8,6.70,52.9,6.2,203
2002-01-12,73,-11.9,-15.9,7.70,52.9,5.5,217
2002-01-13,73,-14.3,-18.5,1.60,32.8,4.7,206
2002-01-14,71,-15.2,-19.5,0.00,32.8,4.9,192
2002-01-15,3,-16.9,-21.1,0.00,20.5,3.7,184
2002-01-16,71,-17.5,-22.0,0.00,44.6,6.4,192
2002-01-17,71,-18.0,-22.5,1.40,48.2,5.8,203
2002-01-18,0,-15.0,-19.7,0.00,25.2,4.7,184
2002-01-19,2,-12.2,-16.9,0.00,24.1,5.1,186
2002-01-20,3,-15.6,-20.5,0.00,38.2,5.8,187
2002-01-21,3,-16.9,-21.6,0.00,43.2,5.8,186
2002-01-22,71,-15.2,-19.9,0.70,29.9,5.1,185
2002-01-23,73,-14.7,-19.0,5.80,33.8,4.7,186
2002-01-24,73,-15.3,-19.6,6.40,32.0,4.4,188
2002-01-25,73,-16.9,-21.2,1.30,26.6,4.7,195
2002-01-26,3,-16.7,-21.1,0.00,20.5,4.4,186
2002-01-27,3,-16.7,-21.3,0.00,25.9,5.2,188
2002-01-28,3,-13.6,-18.2,0.00,27.0,5.8,187
2002-01-29,3,-8.7,-13.3,0.00,24.8,5.8,185
2002-01-30,73,-11.1,-15.5,1.40,37.4,5.4,183
2002-01-31,71,-11.1,-15.3,0.90,35.3,5.4,181
2002-02-01,73,-11.1,-15.2,5.60,40.0,5.2,186
2002-02-02,73,-13.6,-18.0,7.90,68.4,6.5,187
2002-02-03,73,-13.3,-17.9,6.50,69.1,7.8,184
2002-02-04,73,-13.6,-17.9,9.60,45.0,6.1,194
2002-02-05,71,-16.5,-21.0,0.20,43.9,5.8,193
2002-02-06,3,-16.6,-20.8,0.00,22.0,3.6,184
2002-02-07,0,-15.7,-20.2,0.00,23.8,5.4,181
2002-02-08,0,-10.0,-14.6,0.00,22.7,5.1,185
2002-02-09,3,-11.8,-16.5,0.00,32.4,5.8,186
2002-02-10,3,-11.0,-15.7,0.00,36.0,6.5,183
2002-02-11,73,-12.4,-17.0,1.40,42.8,6.5,182
2002-02-12,71,-14.0,-18.5,0.40,41.8,6.2,185
2002-02-13,75,-8.7,-13.0,4.50,51.1,6.2,189
2002-02-14,73,-7.3,-11.4,9.50,55.8,6.8,182
2002-02-15,75,-7.9,-11.9,9.80,51.5,5.4,186
2002-02-16,75,-8.7,-12.8,6.40,42.8,6.1,181
2002-02-17,73,-11.0,-15.0,4.70,44.6,5.2,197
2002-02-18,73,-10.1,-14.2,8.10,44.3,5.4,186
2002-02-19,75,-12.4,-16.4,10.60,35.3,4.7,201
2002-02-20,0,-10.4,-14.8,0.00,23.4,5.1,180
2002-02-21,3,-6.9,-11.4,0.00,22.3,5.1,180
2002-02-22,71,-7.4,-11.8,0.90,20.5,4.3,186
2002-02-23,71,-10.5,-14.7,0.10,25.6,5.1,187
2002-02-24,71,-10.5,-14.6,1.40,31.3,5.1,181
2002-02-25,71,-10.1,-14.3,1.00,29.5,5.1,180
2002-02-26,73,-9.0,-13.0,6.60,43.2,5.2,182
2002-02-27,75,-8.7,-12.6,5.60,69.1,5.4,184
2002-02-28,73,-7.9,-11.6,1.90,56.9,5.5,179
2002-03-01,73,-9.7,-13.8,1.60,37.4,5.4,184
2002-03-02,73,-10.1,-14.3,0.80,45.0,6.6,185
2002-03-03,71,-9.5,-13.6,0.60,49.0,7.3,189
2002-03-04,3,-7.5,-11.5,0.00,38.5,5.8,182
2002-03-05,3,-6.0,-10.3,0.00,46.1,6.5,183
2002-03-06,73,-7.3,-10.9,7.00,42.5,5.8,187
2002-03-07,73,-11.6,-15.4,1.70,21.2,4.1,214
2002-03-08,1,-11.1,-15.3,0.00,24.5,5.4,182
2002-03-09,0,-7.7,-12.1,0.00,39.2,5.8,185
2002-03-10,73,-10.1,-14.2,2.30,41.8,5.8,175
2002-03-11,73,-15.1,-19.2,7.30,30.2,6.2,164
2002-03-12,71,-11.5,-15.9,0.60,61.2,7.4,204
2002-03-13,2,-10.4,-14.6,0.00,43.2,5.2,196
2002-03-14,3,-8.6,-13.0,0.00,24.1,5.4,182
2002-03-15,3,-6.2,-10.4,0.00,36.4,5.8,183
2002-03-16,75,-3.9,-7.6,19.10,75.6,7.3,191
2002-03-17,75,-4.6,-8.4,24.00,80.6,7.6,200
2002-03-18,71,-7.4,-11.4,0.10,51.8,5.6,206
2002-03-19,3,-0.9,-5.0,0.00,31.7,5.1,180
2002-03-20,73,-0.3,-3.7,4.30,32.0,5.4,183
2002-03-21,73,-2.7,-6.0,6.10,50.4,5.8,182
2002-03-22,73,-2.1,-5.1,8.50,39.6,5.2,187
2002-03-23,71,-4.1,-7.2,0.00,36.0,4.3,185
2002-03-24,73,-4.6,-8.0,5.90,28.4,4.4,227
2002-03-25,73,-5.6,-9.2,10.50,37.4,5.5,195
2002-03-26,75,-5.2,-8.7,7.00,51.1,5.5,196
2002-03-27,2,-3.0,-6.6,0.00,32.0,5.4,184
2002-03-28,3,-1.2,-5.0,0.00,31.7,5.8,181
2002-03-29,75,-1.5,-5.1,13.70,77.4,8.7,182
2002-03-30,75,-4.9,-8.6,10.10,65.9,6.3,197
2002-03-31,73,-6.4,-10.0,1.80,38.2,6.1,201
2002-04-01,3,-8.6,-12.3,0.00,42.5,5.9,196
2002-04-02,2,-8.4,-11.9,0.00,37.4,4.8,190
2002-04-03,71,-5.3,-8.8,0.30,31.3,4.0,185
2002-04-04,75,-2.3,-5.5,14.10,51.8,5.1,171
2002-04-05,75,-3.1,-6.4,13.10,40.0,5.1,200
2002-04-06,73,-3.5,-6.9,2.20,37.4,5.4,178
2002-04-07,3,-4.0,-7.5,0.00,32.8,4.7,186
2002-04-08,71,-1.7,-5.1,0.40,32.4,5.8,185
2002-04-09,73,-1.0,-4.3,6.60,41.0,5.1,187
2002-04-10,3,-0.0,-3.2,0.00,28.1,5.1,183
2002-04-11,75,0.3,-2.6,12.70,49.7,5.8,186
2002-04-12,75,-1.6,-4.4,21.60,37.4,3.9,210
2002-04-13,73,-0.9,-3.8,4.80,31.0,5.1,179
2002-04-14,73,1.2,-1.1,7.30,32.4,4.7,181
2002-04-15,73,-0.9,-3.8,2.30,36.7,5.1,195
2002-04-16,71,-1.6,-4.9,0.20,39.2,5.8,186
2002-04-17,73,-0.7,-3.9,4.10,68.4,7.0,196
2002-04-18,75,0.8,-2.1,24.90,76.7,6.3,209
2002-04-19,73,0.8,-1.9,7.40,60.1,5.3,205
2002-04-20,73,1.3,-1.2,13.10,63.0,6.1,196
2002-04-21,73,2.5,-0.1,8.40,58.7,6.1,187
2002-04-22,75,0.0,-2.5,18.50,23.4,3.3,193
2002-04-23,75,-2.4,-5.5,6.90,37.4,5.4,205
2002-04-24,3,-3.4,-6.7,0.00,32.8,4.5,192
2002-04-25,73,-3.3,-6.6,1.00,38.9,5.9,187
2002-04-26,75,-1.7,-4.9,12.00,60.5,7.2,185
2002-04-27,73,-5.8,-9.1,5.40,58.3,7.0,225
2002-04-28,73,-6.6,-9.7,1.50,22.7,3.7,216
2002-04-29,3,-4.7,-7.8,0.00,19.4,4.3,200
2002-04-30,73,-4.3,-7.6,1.90,24.5,3.6,158
2002-05-01,71,-3.4,-6.5,1.30,28.4,3.6,202
2002-05-02,73,-3.4,-6.4,4.40,32.4,4.7,207
2002-05-03,73,-2.2,-5.1,2.00,35.3,3.9,212
2002-05-04,3,-1.0,-3.9,0.00,26.3,4.7,183
