date_local,PM2.5,O3,CO,NO2,SO2,date,AQI_PM2.5,AQI_O3,AQI_CO,AQI_NO2,AQI_SO2,AQI,AQI_Category,num_pollutants_available
2018-06-23,9.0,0.026875,0.159478,8.708333,0.208333,2018-06-23,38.0,25.0,2.0,8.0,0.0,38.0,Good,5
2018-06-24,11.3,0.027882,0.229167,7.5,0.3375,2018-06-24,47.0,26.0,3.0,7.0,0.0,47.0,Good,5
2018-06-25,3.2,0.022696,0.1625,9.041667,0.238095,2018-06-25,13.0,21.0,2.0,9.0,0.0,21.0,Good,5
2018-06-26,11.1,0.037118,0.208333,10.708333,0.416667,2018-06-26,46.0,34.0,2.0,10.0,1.0,46.0,Good,5
2018-06-27,10.4,0.033667,0.14313,11.958333,0.4,2018-06-27,43.0,31.0,2.0,11.0,1.0,43.0,Good,5
2018-06-28,7.2,0.020294,0.2625,11.117647,0.416667,2018-06-28,30.0,19.0,3.0,10.0,1.0,30.0,Good,5
2018-06-29,10.4,0.033529,0.295833,13.708332999999998,0.4375,2018-06-29,43.0,31.0,3.0,13.0,1.0,43.0,Good,5
2018-06-30,18.1,0.038917,0.203,7.0,0.520833,2018-06-30,64.0,36.0,2.0,7.0,1.0,64.0,Moderate,5
2018-07-01,19.4,0.050478,0.236227,7.409091,0.485714,2018-07-01,66.0,47.0,3.0,7.0,1.0,66.0,Moderate,5
2018-07-02,19.5,0.045412,0.220833,8.166667,0.5,2018-07-02,67.0,42.0,3.0,8.0,1.0,67.0,Moderate,5
2018-07-03,23.4,0.049,0.242304,11.291667,0.433333,2018-07-03,75.0,45.0,3.0,11.0,1.0,75.0,Moderate,5
2018-07-04,29.1,0.036235,0.304167,11.5,0.72717,2018-07-04,87.0,34.0,3.0,11.0,1.0,87.0,Moderate,5
2018-07-05,18.7,0.034958,0.193,9.666667,0.233333,2018-07-05,65.0,32.0,2.0,9.0,0.0,65.0,Moderate,5
2018-07-06,6.5,0.025292,0.111783,7.291666999999999,0.429167,2018-07-06,27.0,23.0,1.0,7.0,1.0,27.0,Good,5
2018-07-07,7.4,0.032826,0.119318,5.454545,0.22381,2018-07-07,31.0,30.0,1.0,5.0,0.0,31.0,Good,5
2018-07-08,12.5,0.033667,0.150304,5.7083330000000005,0.1875,2018-07-08,52.0,31.0,2.0,5.0,0.0,52.0,Moderate,5
2018-07-09,13.1,0.042708,0.161435,11.666667,0.516667,2018-07-09,53.0,40.0,2.0,11.0,1.0,53.0,Moderate,5
2018-07-10,9.0,0.052176,0.17916700000000002,12.227273,0.514286,2018-07-10,38.0,48.0,2.0,12.0,1.0,48.0,Good,5
2018-07-11,11.8,0.019875,0.177043,13.875,0.654167,2018-07-11,49.0,18.0,2.0,13.0,1.0,49.0,Good,5
2018-07-12,10.4,0.023292,0.145833,12.708333,0.445833,2018-07-12,43.0,22.0,2.0,12.0,1.0,43.0,Good,5
2018-07-13,12.8,0.034217000000000004,0.223091,10.181818,0.547619,2018-07-13,52.0,32.0,3.0,10.0,1.0,52.0,Moderate,5
2018-07-14,10.6,0.025792,0.16608699999999998,5.416667,0.383333,2018-07-14,44.0,24.0,2.0,5.0,1.0,44.0,Good,5
2018-07-15,11.4,0.030583,0.169739,10.625,0.5375,2018-07-15,48.0,28.0,2.0,10.0,1.0,48.0,Good,5
2018-07-16,11.2,0.038706,0.245833,9.227273,0.49434,2018-07-16,47.0,36.0,3.0,9.0,1.0,47.0,Good,5
2018-07-17,10.7,0.041471,0.3,13.125,0.339583,2018-07-17,45.0,38.0,3.0,12.0,0.0,45.0,Good,5
2018-07-18,9.8,0.028588,0.166667,12.666667,0.5,2018-07-18,41.0,26.0,2.0,12.0,1.0,41.0,Good,5
2018-07-19,7.7,0.031217,0.143818,13.045455,0.4,2018-07-19,32.0,29.0,2.0,12.0,1.0,32.0,Good,5
2018-07-20,11.6,0.036588,0.17916700000000002,12.5,0.35,2018-07-20,48.0,34.0,2.0,12.0,0.0,48.0,Good,5
2018-07-21,10.7,0.031941000000000004,0.13333299999999998,5.041667,0.225,2018-07-21,45.0,30.0,2.0,5.0,0.0,45.0,Good,5
2018-07-22,1.3,0.025783,0.113318,6.636364,0.195238,2018-07-22,5.0,24.0,1.0,6.0,0.0,24.0,Good,5
2018-07-23,8.8,0.016375,0.098087,7.875,0.25,2018-07-23,37.0,15.0,1.0,7.0,0.0,37.0,Good,5
2018-07-24,8.6,0.020583,0.113696,7.041667,0.45,2018-07-24,36.0,19.0,1.0,7.0,1.0,36.0,Good,5
2018-07-25,0.3,0.019842,0.116318,6.863636,0.3,2018-07-25,1.0,18.0,1.0,6.0,0.0,18.0,Good,5
2018-07-26,2.9,0.030625,0.149174,11.625,0.3,2018-07-26,12.0,28.0,2.0,11.0,0.0,28.0,Good,5
2018-07-27,12.5,0.039571,0.233304,17.291667,0.404167,2018-07-27,52.0,37.0,3.0,16.0,1.0,52.0,Moderate,5
2018-07-28,8.7,0.038292,0.281467,8.545455,0.333333,2018-07-28,36.0,35.0,3.0,8.0,0.0,36.0,Good,5
2018-07-29,5.9,0.029125,0.145833,6.791667,0.4,2018-07-29,25.0,27.0,2.0,6.0,1.0,27.0,Good,5
2018-07-30,9.0,0.031,0.290261,17.916667,0.583681,2018-07-30,38.0,29.0,3.0,17.0,1.0,38.0,Good,5
2018-07-31,10.8,0.045059,0.311111,16.954545,0.6,2018-07-31,45.0,42.0,4.0,16.0,1.0,45.0,Good,5
2018-08-01,4.3,0.027625,0.2,5.5,0.5375,2018-08-01,18.0,26.0,2.0,5.0,1.0,26.0,Good,5
2018-08-02,4.0,0.035875,0.141957,14.416667000000002,0.541667,2018-08-02,17.0,33.0,2.0,14.0,1.0,33.0,Good,5
2018-08-03,8.4,0.021957,0.128091,12.681818,0.6,2018-08-03,35.0,20.0,1.0,12.0,1.0,35.0,Good,5
2018-08-04,-1.1,0.018917,0.114391,8.833333,0.5,2018-08-04,,18.0,1.0,8.0,1.0,18.0,Good,5
2018-08-05,7.2,0.031792,0.383333,12.666667,0.672569,2018-08-05,30.0,29.0,4.0,12.0,1.0,30.0,Good,5
2018-08-06,13.1,0.047412,0.3625,19.636364,0.61,2018-08-06,53.0,44.0,4.0,19.0,1.0,53.0,Moderate,5
2018-08-07,15.9,0.046708,0.2374,15.75,0.6,2018-08-07,59.0,43.0,3.0,15.0,1.0,59.0,Moderate,5
2018-08-08,6.5,0.040353,0.266667,12.416667,0.379861,2018-08-08,27.0,37.0,3.0,12.0,1.0,37.0,Good,5
2018-08-09,7.3,0.030667000000000007,0.2,8.190476,0.6056600000000001,2018-08-09,30.0,28.0,2.0,8.0,1.0,30.0,Good,5
2018-08-10,9.9,0.029583,0.219391,20.291667,0.616667,2018-08-10,41.0,27.0,2.0,19.0,1.0,41.0,Good,5
2018-08-11,9.4,0.022958000000000003,0.181652,10.041667,0.31666700000000003,2018-08-11,39.0,21.0,2.0,9.0,0.0,39.0,Good,5
2018-08-12,8.5,0.019375,0.191667,6.181818,0.285714,2018-08-12,35.0,18.0,2.0,6.0,0.0,35.0,Good,5
2018-08-13,4.9,0.01675,0.17916700000000002,12.0,0.520833,2018-08-13,20.0,16.0,2.0,11.0,1.0,20.0,Good,5
2018-08-14,5.2,0.02375,0.186174,17.875,0.445833,2018-08-14,22.0,22.0,2.0,17.0,1.0,22.0,Good,5
2018-08-15,7.1,0.031417,0.2125,13.954545,0.414286,2018-08-15,30.0,29.0,2.0,13.0,1.0,30.0,Good,5
2018-08-16,18.4,0.033,0.341667,15.541667000000002,0.5375,2018-08-16,64.0,31.0,4.0,15.0,1.0,64.0,Moderate,5
2018-08-17,9.4,0.034412,0.2625,10.708333,0.5,2018-08-17,39.0,32.0,3.0,10.0,1.0,39.0,Good,5
2018-08-18,4.8,0.025583,0.283333,7.318182000000001,0.514717,2018-08-18,20.0,24.0,3.0,7.0,1.0,24.0,Good,5
2018-08-19,2.3,0.022375,0.127609,3.75,0.395833,2018-08-19,10.0,21.0,1.0,4.0,1.0,21.0,Good,5
2018-08-20,4.291667,0.022333,0.1,7.125,0.441667,2018-08-20,18.0,21.0,1.0,7.0,1.0,21.0,Good,5
2018-08-21,5.5,0.021588,0.158333,6.714286,0.506667,2018-08-21,23.0,20.0,2.0,6.0,1.0,23.0,Good,5
2018-08-22,0.6,0.023667,0.2,7.375,0.516667,2018-08-22,2.0,22.0,2.0,7.0,1.0,22.0,Good,5
2018-08-23,6.8,0.020208,0.17941700000000002,8.0,0.495833,2018-08-23,28.0,19.0,2.0,8.0,1.0,28.0,Good,5
2018-08-24,13.0,0.0305,0.259375,15.5,0.57619,2018-08-24,53.0,28.0,3.0,15.0,1.0,53.0,Moderate,5
2018-08-25,12.1,0.038042,0.242333,4.875,0.479167,2018-08-25,51.0,35.0,3.0,5.0,1.0,51.0,Moderate,5
2018-08-26,9.5,0.038167,0.2,4.25,0.4875,2018-08-26,40.0,35.0,2.0,4.0,1.0,40.0,Good,5
2018-08-27,10.1,0.034167,0.260375,14.090909,0.491667,2018-08-27,42.0,32.0,3.0,13.0,1.0,42.0,Good,5
2018-08-28,15.7,0.05705900000000001,0.3,14.25,0.557639,2018-08-28,59.0,58.0,3.0,13.0,1.0,59.0,Moderate,5
2018-08-29,14.4,0.051458,0.270833,15.791667000000002,0.575,2018-08-29,56.0,48.0,3.0,15.0,1.0,56.0,Moderate,5
2018-08-30,9.772727,0.031583,0.191542,11.636364,0.490476,2018-08-30,41.0,29.0,2.0,11.0,1.0,41.0,Good,5
2018-08-31,5.9,0.022667,0.209208,10.333333,0.495833,2018-08-31,25.0,21.0,2.0,10.0,1.0,25.0,Good,5
2018-09-01,8.0,0.027059,0.25416700000000003,7.625,0.4875,2018-09-01,33.0,25.0,3.0,7.0,1.0,33.0,Good,5
2018-09-02,14.3,0.034792000000000003,0.4,8.454545,0.5,2018-09-02,56.0,32.0,5.0,8.0,1.0,56.0,Moderate,5
2018-09-03,6.2,0.03525,0.209042,5.5833330000000005,0.408333,2018-09-03,26.0,33.0,2.0,5.0,1.0,33.0,Good,5
2018-09-04,5.5,0.029125,0.172739,14.5,0.491667,2018-09-04,23.0,27.0,2.0,14.0,1.0,27.0,Good,5
2018-09-05,6.9,0.032667,0.17916700000000002,10.65,0.52381,2018-09-05,29.0,30.0,2.0,10.0,1.0,30.0,Good,5
2018-09-06,3.7,0.029042,0.186739,11.083333,0.516667,2018-09-06,15.0,27.0,2.0,10.0,1.0,27.0,Good,5
2018-09-07,8.7,0.015041999999999996,0.129167,7.708333,0.577174,2018-09-07,36.0,14.0,1.0,7.0,1.0,36.0,Good,5
2018-09-08,7.6,0.019333000000000003,0.225,7.476189999999999,0.566667,2018-09-08,32.0,18.0,3.0,7.0,1.0,32.0,Good,5
2018-09-09,5.7,0.017765,0.116667,2.666667,0.499306,2018-09-09,24.0,16.0,1.0,3.0,1.0,24.0,Good,5
2018-09-10,9.722222,0.021235,0.104167,0.916667,0.4375,2018-09-10,41.0,20.0,1.0,1.0,1.0,41.0,Good,5
2018-09-11,5.4,0.013941,0.166667,13.590909,0.533333,2018-09-11,23.0,13.0,2.0,13.0,1.0,23.0,Good,5
2018-09-12,8.2,0.009208,0.228045,12.166667,0.541667,2018-09-12,34.0,9.0,3.0,11.0,1.0,34.0,Good,5
2018-09-13,6.5,0.009176,0.216667,11.458333,0.5743060000000001,2018-09-13,27.0,8.0,2.0,11.0,1.0,27.0,Good,5
2018-09-14,8.6,0.014958,0.26,19.444444,0.714286,2018-09-14,36.0,14.0,3.0,18.0,1.0,36.0,Good,5
2018-09-15,7.7,0.018588,0.295833,10.625,0.4875,2018-09-15,32.0,17.0,3.0,10.0,1.0,32.0,Good,5
2018-09-16,8.5,0.029706,0.3125,11.791667,0.475,2018-09-16,35.0,28.0,4.0,11.0,1.0,35.0,Good,5
2018-09-17,4.0,0.027261,0.186273,6.75,0.485714,2018-09-17,17.0,25.0,2.0,6.0,1.0,25.0,Good,5
2018-09-18,7.0,0.009529,0.275,13.666667000000002,0.5625,2018-09-18,29.0,9.0,3.0,13.0,1.0,29.0,Good,5
2018-09-19,-0.7,0.011208,0.153348,6.541667,0.545833,2018-09-19,,10.0,2.0,6.0,1.0,10.0,Good,5
2018-09-20,6.3,0.017435,0.138455,8.136364,0.566667,2018-09-20,26.0,16.0,2.0,8.0,1.0,26.0,Good,5
2018-09-21,5.7,0.024417,0.186609,10.625,0.495833,2018-09-21,24.0,23.0,2.0,10.0,1.0,24.0,Good,5
2018-09-22,6.7,0.0215,0.128261,7.291666999999999,0.4875,2018-09-22,28.0,20.0,1.0,7.0,1.0,28.0,Good,5
2018-09-23,7.3,0.011353,0.225,13.954545,0.45,2018-09-23,30.0,11.0,3.0,13.0,1.0,30.0,Good,5
2018-09-24,7.1,0.02025,0.2,5.416667,0.441319,2018-09-24,30.0,19.0,2.0,5.0,1.0,30.0,Good,5
2018-09-25,3.5,0.027375,0.146261,11.041667,0.4625,2018-09-25,15.0,25.0,2.0,10.0,1.0,25.0,Good,5
2018-09-26,-3.5,0.024,0.1375,4.714286,0.505,2018-09-26,,22.0,2.0,4.0,1.0,22.0,Good,5
2018-09-27,2.1,0.0185,0.148087,9.25,0.5875,2018-09-27,9.0,17.0,2.0,9.0,1.0,17.0,Good,5
2018-09-28,5.4,0.010706,0.17916700000000002,11.875,0.6,2018-09-28,23.0,10.0,2.0,11.0,1.0,23.0,Good,5
2018-09-29,6.7,0.01975,0.195833,12.772727,0.513636,2018-09-29,28.0,18.0,2.0,12.0,1.0,28.0,Good,5
2018-09-30,8.1,0.021042,0.219087,5.25,0.429167,2018-09-30,34.0,19.0,2.0,5.0,1.0,34.0,Good,5
2018-10-01,8.2,0.018647,0.333333,16.875,0.539583,2018-10-01,34.0,17.0,4.0,16.0,1.0,34.0,Good,5
2018-10-02,4.2,0.0074709999999999985,0.2,12.227273,0.567669,2018-10-02,18.0,7.0,2.0,12.0,1.0,18.0,Good,5
2018-10-03,5.7,0.007708,0.199174,8.458333,0.608333,2018-10-03,24.0,7.0,2.0,8.0,1.0,24.0,Good,5
2018-10-04,6.7,0.022542,0.229167,7.708333,0.736111,2018-10-04,28.0,21.0,3.0,7.0,1.0,28.0,Good,5
2018-10-05,7.1,0.015565,0.217227,9.772727,0.733333,2018-10-05,30.0,14.0,2.0,9.0,1.0,30.0,Good,5
2018-10-06,10.6,0.018833000000000003,0.229087,10.133333,0.575,2018-10-06,44.0,17.0,3.0,10.0,1.0,44.0,Good,5
2018-10-07,6.7,0.020375,0.219435,5.0,0.472569,2018-10-07,28.0,19.0,2.0,5.0,1.0,28.0,Good,5
2018-10-08,7.5,0.011913,0.17840899999999998,8.318182,0.483333,2018-10-08,31.0,11.0,2.0,8.0,1.0,31.0,Good,5
2018-10-09,6.3,0.021208,0.31487,6.625,0.566667,2018-10-09,26.0,20.0,4.0,6.0,1.0,26.0,Good,5
2018-10-10,4.9583330000000005,0.025917000000000003,0.3125,6.541667,0.641667,2018-10-10,21.0,24.0,4.0,6.0,1.0,24.0,Good,5
2018-10-11,5.8,0.003348,0.230091,11.227273,1.028571,2018-10-11,24.0,3.0,3.0,11.0,1.0,24.0,Good,5
2018-10-12,4.8,0.010083,0.17787,7.375,0.741667,2018-10-12,20.0,9.0,2.0,7.0,1.0,20.0,Good,5
2018-10-13,8.6,0.014916999999999996,0.214739,6.666667,0.558333,2018-10-13,36.0,14.0,2.0,6.0,1.0,36.0,Good,5
2018-10-14,9.6,0.017041999999999998,0.2375,13.454545,0.5037590000000001,2018-10-14,40.0,16.0,3.0,13.0,1.0,40.0,Good,5
2018-10-15,7.4,0.02025,0.3125,14.416667000000002,0.868403,2018-10-15,31.0,19.0,4.0,14.0,1.0,31.0,Good,5
2018-10-16,4.2,0.020417,0.175,8.916667,0.6017359999999999,2018-10-16,18.0,19.0,2.0,8.0,1.0,19.0,Good,5
2018-10-17,9.1,0.021913,0.186318,9.545455,0.7523810000000001,2018-10-17,38.0,20.0,2.0,9.0,1.0,38.0,Good,5
2018-10-18,9.5,0.0225,0.170739,9.583333,0.616667,2018-10-18,40.0,21.0,2.0,9.0,1.0,40.0,Good,5
2018-10-19,10.5,0.021625,0.240174,15.166667000000002,0.670833,2018-10-19,44.0,20.0,3.0,14.0,1.0,44.0,Good,5
2018-10-20,7.916666999999999,0.029565,0.208333,12.681818,0.661905,2018-10-20,33.0,27.0,2.0,12.0,1.0,33.0,Good,5
2018-10-21,5.4,0.02125,0.14487,3.625,0.519792,2018-10-21,23.0,20.0,2.0,3.0,1.0,23.0,Good,5
2018-10-22,8.2,0.013175999999999998,0.183333,16.416667,0.7,2018-10-22,34.0,12.0,2.0,15.0,1.0,34.0,Good,5
2018-10-23,8.7,0.017588,0.306364,18.190476,0.733333,2018-10-23,36.0,16.0,3.0,17.0,1.0,36.0,Good,5
2018-10-24,9.3,0.015412,0.2125,14.625,0.102431,2018-10-24,39.0,14.0,2.0,14.0,0.0,39.0,Good,5
2018-10-25,9.6,0.019375,0.222348,8.5,0.120833,2018-10-25,40.0,18.0,3.0,8.0,0.0,40.0,Good,5
2018-10-26,11.2,0.017087,0.277636,14.909091,0.171429,2018-10-26,47.0,16.0,3.0,14.0,0.0,47.0,Good,5
2018-10-27,7.5,0.030333,0.183348,5.041667,0.5,2018-10-27,31.0,28.0,2.0,5.0,1.0,31.0,Good,5
2018-10-28,5.9,0.016083,0.204167,10.541667,0.552778,2018-10-28,25.0,15.0,2.0,10.0,1.0,25.0,Good,5
2018-10-29,7.6,0.014308,0.288714,14.181818,0.283333,2018-10-29,32.0,13.0,3.0,13.0,0.0,32.0,Good,5
2018-10-30,9.1,0.008,0.241667,16.333333,0.171875,2018-10-30,38.0,7.0,3.0,15.0,0.0,38.0,Good,5
2018-10-31,12.8,0.017958000000000002,0.381696,16.375,0.420833,2018-10-31,52.0,17.0,4.0,15.0,1.0,52.0,Moderate,5
2018-11-01,14.9,0.009529,0.2,16.647059,0.24,2018-11-01,57.0,9.0,2.0,16.0,0.0,57.0,Moderate,5
2018-11-02,8.4,0.028235000000000007,0.1875,11.25,0.2,2018-11-02,35.0,26.0,2.0,11.0,0.0,35.0,Good,5
2018-11-03,4.4,0.018458,0.205783,5.2083330000000005,0.116667,2018-11-03,18.0,17.0,2.0,5.0,0.0,18.0,Good,5
2018-11-04,9.5,0.020261,0.192682,5.818182,-0.028571,2018-11-04,40.0,19.0,2.0,5.0,,40.0,Good,5
2018-11-05,8.3,0.019958,0.176778,14.25,0.0,2018-11-05,35.0,18.0,2.0,13.0,0.0,35.0,Good,5
2018-11-06,6.9,0.012625,0.273955,14.636364000000002,0.3,2018-11-06,29.0,12.0,3.0,14.0,0.0,29.0,Good,5
2018-11-07,7.6,0.019941,0.233333,16.181818,0.233333,2018-11-07,32.0,18.0,3.0,15.0,0.0,32.0,Good,5
2018-11-08,10.3,0.014042,0.225,11.833333,0.1,2018-11-08,43.0,13.0,3.0,11.0,0.0,43.0,Good,5
2018-11-09,9.5,0.012958,0.229167,15.375,0.267014,2018-11-09,40.0,12.0,3.0,15.0,0.0,40.0,Good,5
2018-11-10,6.5,0.022292,0.17083299999999998,6.8095240000000015,0.068302,2018-11-10,27.0,21.0,2.0,6.0,0.0,27.0,Good,5
2018-11-11,9.0,0.022176,0.169478,6.791667,0.016666999999999998,2018-11-11,38.0,21.0,2.0,6.0,0.0,38.0,Good,5
2018-11-12,14.2,0.017,0.35,24.166667,0.279167,2018-11-12,55.0,16.0,4.0,23.0,0.0,55.0,Moderate,5
2018-11-13,1.8,0.020292,0.223955,15.363635999999998,0.109524,2018-11-13,8.0,19.0,3.0,14.0,0.0,19.0,Good,5
2018-11-14,9.5,0.028375,0.158826,6.75,0.020833,2018-11-14,40.0,26.0,2.0,6.0,0.0,40.0,Good,5
2018-11-15,11.8,0.019333000000000003,0.234739,18.190476,0.14166700000000002,2018-11-15,49.0,18.0,3.0,17.0,0.0,49.0,Good,5
2018-11-16,6.5,0.015471,0.122222,11.823529,0.109398,2018-11-16,27.0,14.0,1.0,11.0,0.0,27.0,Good,5
2018-11-17,12.0,0.017118,0.220833,12.666667,0.117014,2018-11-17,50.0,16.0,3.0,12.0,0.0,50.0,Good,5
2018-11-18,10.8,0.01825,0.206826,11.75,0.0625,2018-11-18,45.0,17.0,2.0,11.0,0.0,45.0,Good,5
2018-11-19,7.0,0.002,0.379167,25.227273,0.433333,2018-11-19,29.0,2.0,4.0,24.0,1.0,29.0,Good,5
2018-11-20,10.866667,0.013,0.261333,18.541667,0.1,2018-11-20,45.0,12.0,3.0,17.0,0.0,45.0,Good,5
2018-11-21,9.4,0.024412,0.225,15.208332999999998,0.1125,2018-11-21,39.0,23.0,3.0,14.0,0.0,39.0,Good,5
2018-11-22,9.9,0.027304,0.13333299999999998,6.238095,-0.00566,2018-11-22,41.0,25.0,2.0,6.0,,41.0,Good,5
2018-11-23,12.4,0.021083,0.220833,13.375,0.057142999999999985,2018-11-23,52.0,20.0,3.0,13.0,0.0,52.0,Moderate,5
2018-11-24,12.2,0.019875,0.286261,17.958333,0.092361,2018-11-24,51.0,18.0,3.0,17.0,0.0,51.0,Moderate,5
2018-11-25,10.7,0.015957,0.28018200000000004,20.619048,0.0,2018-11-25,45.0,15.0,3.0,19.0,0.0,45.0,Good,5
2018-11-26,8.7,0.021875,0.266667,15.333332999999998,0.195833,2018-11-26,36.0,20.0,3.0,14.0,0.0,36.0,Good,5
2018-11-27,5.1,0.017542,0.206043,12.916667,0.17083299999999998,2018-11-27,21.0,16.0,2.0,12.0,0.0,21.0,Good,5
2018-11-28,0.8,0.013294,0.202545,9.272727,0.3,2018-11-28,3.0,12.0,2.0,9.0,0.0,12.0,Good,5
2018-11-29,5.5,0.018833000000000003,0.16308699999999998,6.3333330000000005,0.108333,2018-11-29,23.0,17.0,2.0,6.0,0.0,23.0,Good,5
2018-11-30,7.7,0.014706,0.329462,15.583332999999998,0.1,2018-11-30,32.0,14.0,4.0,15.0,0.0,32.0,Good,5
2018-12-01,5.3,0.012391,0.241667,14.818182,0.07619,2018-12-01,22.0,11.0,3.0,14.0,0.0,22.0,Good,5
2018-12-02,8.2,0.013166999999999998,0.258333,13.958332999999998,0.05,2018-12-02,34.0,12.0,3.0,13.0,0.0,34.0,Good,5
2018-12-03,8.2,0.012765,0.358333,15.25,0.3,2018-12-03,34.0,12.0,4.0,14.0,0.0,34.0,Good,5
2018-12-04,0.5,0.024958,0.222222,14.136364000000002,0.043774,2018-12-04,2.0,23.0,3.0,13.0,0.0,23.0,Good,5
2018-12-05,9.5,0.019792,0.2,22.583333,0.105903,2018-12-05,40.0,18.0,2.0,21.0,0.0,40.0,Good,5
2018-12-06,10.2,0.015,0.275,22.083333,0.0625,2018-12-06,42.0,14.0,3.0,21.0,0.0,42.0,Good,5
2018-12-07,9.8,0.023708,0.2125,9.714286,0.1,2018-12-07,41.0,22.0,2.0,9.0,0.0,41.0,Good,5
2018-12-08,8.5,0.027125,0.174174,10.291667,0.0041670000000000006,2018-12-08,35.0,25.0,2.0,10.0,0.0,35.0,Good,5
2018-12-09,13.875,0.017583,0.284435,17.916667,0.075,2018-12-09,55.0,16.0,3.0,17.0,0.0,55.0,Moderate,5
2018-12-10,5.8,0.022059,0.234,19.5,0.271429,2018-12-10,24.0,20.0,3.0,18.0,0.0,24.0,Good,5
2018-12-11,15.6,0.011583,0.395833,28.708333000000003,0.575,2018-12-11,58.0,11.0,4.0,27.0,1.0,58.0,Moderate,5
2018-12-12,12.2,0.024941,0.275,20.708333,0.215972,2018-12-12,51.0,23.0,3.0,20.0,0.0,51.0,Moderate,5
2018-12-13,4.6,0.013941,0.283333,22.272727,0.366667,2018-12-13,19.0,13.0,3.0,21.0,1.0,21.0,Good,5
2018-12-14,12.7,0.01175,0.467783,29.555556,0.529167,2018-12-14,52.0,11.0,5.0,28.0,1.0,52.0,Moderate,5
2018-12-15,9.2,0.022375,0.225478,12.041667,0.208333,2018-12-15,38.0,21.0,3.0,11.0,0.0,38.0,Good,5
2018-12-16,4.0,0.025083,0.2,7.571428999999998,0.2,2018-12-16,17.0,23.0,2.0,7.0,0.0,23.0,Good,5
2018-12-17,7.2,0.017706,0.225,15.125,0.15138900000000002,2018-12-17,30.0,16.0,3.0,14.0,0.0,30.0,Good,5
2018-12-18,6.8,0.02275,0.169174,5.75,0.0875,2018-12-18,28.0,21.0,2.0,5.0,0.0,28.0,Good,5
2018-12-19,10.2,0.008353,0.291667,26.375,0.304514,2018-12-19,42.0,8.0,3.0,25.0,0.0,42.0,Good,5
2018-12-20,18.1,0.007958,0.441818,29.818182,0.6,2018-12-20,64.0,7.0,5.0,28.0,1.0,64.0,Moderate,5
2018-12-21,6.5833330000000005,0.025167,0.204435,13.541667000000002,0.171429,2018-12-21,27.0,23.0,2.0,13.0,0.0,27.0,Good,5
2018-12-22,3.7,0.028208,0.15773900000000002,3.708333,0.129167,2018-12-22,15.0,26.0,2.0,3.0,0.0,26.0,Good,5
2018-12-23,6.2,0.024609,0.188682,6.818182000000001,0.216667,2018-12-23,26.0,23.0,2.0,6.0,0.0,26.0,Good,5
2018-12-24,12.9,0.013941,0.279217,17.333333,0.091667,2018-12-24,53.0,13.0,3.0,16.0,0.0,53.0,Moderate,5
2018-12-25,6.9,0.026118,0.208333,10.5,0.233333,2018-12-25,29.0,24.0,2.0,10.0,0.0,29.0,Good,5
2018-12-26,9.5,0.018957,0.228227,13.272727,0.3,2018-12-26,40.0,18.0,3.0,13.0,0.0,40.0,Good,5
2018-12-27,10.3,0.018667,0.227522,14.958332999999998,0.258333,2018-12-27,43.0,17.0,3.0,14.0,0.0,43.0,Good,5
2018-12-28,5.2,0.019167,0.291684,14.666667000000002,0.370833,2018-12-28,22.0,18.0,3.0,14.0,1.0,22.0,Good,5
2018-12-29,6.3,0.021294,0.358333,11.454545,0.388722,2018-12-29,26.0,20.0,4.0,11.0,1.0,26.0,Good,5
2018-12-30,10.7,0.020583,0.238391,12.875,0.020833,2018-12-30,45.0,19.0,3.0,12.0,0.0,45.0,Good,5
2018-12-31,7.9,0.014105,0.35,16.333333,0.358333,2018-12-31,33.0,13.0,4.0,15.0,1.0,33.0,Good,5
2019-01-01,5.0,0.020412,0.2,5.681818,0.055849,2019-01-01,21.0,19.0,2.0,5.0,0.0,21.0,Good,5
2019-01-02,7.1,0.018588,0.229167,17.625,0.245833,2019-01-02,30.0,17.0,3.0,17.0,0.0,30.0,Good,5
2019-01-03,8.958333,0.014167,0.265565,15.416667000000002,0.130435,2019-01-03,37.0,13.0,3.0,15.0,0.0,37.0,Good,5
2019-01-04,11.2,0.015043,0.277636,16.428570999999998,0.295455,2019-01-04,47.0,14.0,3.0,15.0,0.0,47.0,Good,5
2019-01-05,16.0,0.006167,0.361609,17.375,0.404167,2019-01-05,59.0,6.0,4.0,16.0,1.0,59.0,Moderate,5
2019-01-06,9.3,0.021042,0.203,5.875,0.0625,2019-01-06,39.0,19.0,2.0,6.0,0.0,39.0,Good,5
2019-01-07,8.0,0.025435,0.17916700000000002,12.0,0.270566,2019-01-07,33.0,24.0,2.0,11.0,0.0,33.0,Good,5
2019-01-08,10.6,0.010227,0.371429,29.333333000000003,0.358333,2019-01-08,44.0,9.0,4.0,28.0,1.0,44.0,Good,5
2019-01-09,1.3,0.013291999999999998,0.322174,13.291667000000002,0.5125,2019-01-09,5.0,12.0,4.0,13.0,1.0,13.0,Good,5
2019-01-10,7.0,0.023652,0.17290899999999998,6.1,0.15,2019-01-10,29.0,22.0,2.0,6.0,0.0,29.0,Good,5
2019-01-11,8.25,0.031353,0.2,11.125,0.2875,2019-01-11,34.0,29.0,2.0,10.0,0.0,34.0,Good,5
2019-01-12,2.2,0.029471,0.21287,6.041667,0.245833,2019-01-12,9.0,27.0,2.0,6.0,0.0,27.0,Good,5
