date_local,PM2.5,O3,CO,NO2,SO2,date,AQI_PM2.5,AQI_O3,AQI_CO,AQI_NO2,AQI_SO2,AQI,AQI_Category,num_pollutants_available
2011-06-12,4.0,0.032042,0.1625,4.25,1.775,2011-06-12,17.0,30.0,2.0,4.0,3.0,30.0,Good,5
2011-06-13,5.0,0.018417,0.245455,8.625,2.3,2011-06-13,21.0,17.0,3.0,8.0,3.0,21.0,Good,5
2011-06-14,3.3,0.017412,0.2,12.416667,2.090545,2011-06-14,14.0,16.0,2.0,12.0,3.0,16.0,Good,5
2011-06-15,6.2,0.023,0.261857,12.363636,2.7,2011-06-15,26.0,21.0,3.0,12.0,4.0,26.0,Good,5
2011-06-16,13.5,0.044,0.25,12.772727,2.558333,2011-06-16,54.0,41.0,3.0,12.0,4.0,54.0,Moderate,5
2011-06-17,8.4,0.043417,0.25763600000000003,6.75,1.075,2011-06-17,35.0,40.0,3.0,6.0,2.0,40.0,Good,5
2011-06-18,13.8,0.046458,0.256522,12.795833,1.083333,2011-06-18,55.0,43.0,3.0,12.0,2.0,55.0,Moderate,5
2011-06-19,8.6,0.023917,0.154167,9.636364,0.6681819999999999,2011-06-19,36.0,22.0,2.0,9.0,1.0,36.0,Good,5
2011-06-20,9.7,0.016294,0.290455,17.208333,1.725,2011-06-20,40.0,15.0,3.0,16.0,2.0,40.0,Good,5
2011-06-21,10.3,0.024826,0.295652,23.85,1.120833,2011-06-21,43.0,23.0,3.0,22.0,2.0,43.0,Good,5
2011-06-22,19.4,0.040071,0.4125,9.222222,1.340909,2011-06-22,66.0,37.0,5.0,9.0,2.0,66.0,Moderate,5
2011-06-23,4.5,0.029917000000000006,0.208409,13.625,1.416667,2011-06-23,19.0,28.0,2.0,13.0,2.0,28.0,Good,5
2011-06-24,4.3,0.033348,0.308696,18.208333,0.683333,2011-06-24,18.0,31.0,4.0,17.0,1.0,31.0,Good,5
2011-06-25,4.3,0.028542,0.222727,13.236364000000002,0.9125,2011-06-25,18.0,26.0,3.0,12.0,1.0,26.0,Good,5
2011-06-26,11.4,0.018176,0.291667,14.136364000000002,1.083333,2011-06-26,48.0,17.0,3.0,13.0,2.0,48.0,Good,5
2011-06-27,7.6,0.022417,0.246333,10.0,0.583333,2011-06-27,32.0,21.0,3.0,9.0,1.0,32.0,Good,5
2011-06-28,26.7,0.040143,0.366667,12.625,1.291667,2011-06-28,82.0,37.0,4.0,12.0,2.0,82.0,Moderate,5
2011-06-29,10.8,0.038875,0.291667,8.272727,1.136364,2011-06-29,45.0,36.0,3.0,8.0,2.0,45.0,Good,5
2011-06-30,7.9,0.029652,0.217391,13.875,0.754167,2011-06-30,33.0,27.0,2.0,13.0,1.0,33.0,Good,5
2011-07-01,9.1,0.021625,0.27268200000000004,13.416667000000002,0.925,2011-07-01,38.0,20.0,3.0,13.0,1.0,38.0,Good,5
2011-07-02,12.2,0.03687,0.3,15.066667,1.0,2011-07-02,51.0,34.0,3.0,14.0,1.0,51.0,Moderate,5
2011-07-03,19.6,0.049412,0.278522,4.791667,0.0,2011-07-03,67.0,46.0,3.0,5.0,0.0,67.0,Moderate,5
2011-07-04,17.8,0.036000000000000004,0.2625,12.259091,1.108333,2011-07-04,63.0,33.0,3.0,12.0,2.0,63.0,Moderate,5
2011-07-05,15.4,0.029273,0.298773,14.958332999999998,1.909091,2011-07-05,58.0,27.0,3.0,14.0,3.0,58.0,Moderate,5
2011-07-06,15.8,0.048565,0.283333,20.429167,1.3621530000000002,2011-07-06,59.0,45.0,3.0,19.0,2.0,59.0,Moderate,5
2011-07-07,12.7,0.034792000000000003,0.226,10.791667,1.125,2011-07-07,52.0,32.0,3.0,10.0,2.0,52.0,Moderate,5
2011-07-08,17.9,0.026375,0.308333,22.166667,1.597818,2011-07-08,63.0,24.0,4.0,21.0,2.0,63.0,Moderate,5
2011-07-09,11.8,0.027417,0.208217,9.6125,1.075,2011-07-09,49.0,25.0,2.0,9.0,2.0,49.0,Good,5
2011-07-10,8.3,0.033167,0.209524,11.818182,0.945833,2011-07-10,35.0,31.0,2.0,11.0,1.0,35.0,Good,5
2011-07-11,16.6,0.053706,0.267174,7.958333,1.125,2011-07-11,60.0,50.0,3.0,8.0,2.0,60.0,Moderate,5
2011-07-12,19.4,0.038789,0.230913,15.55,1.475,2011-07-12,66.0,36.0,3.0,15.0,2.0,66.0,Moderate,5
2011-07-13,12.3,0.032792,0.425,8.863636,0.138889,2011-07-13,51.0,30.0,5.0,8.0,0.0,51.0,Moderate,5
2011-07-14,7.4,0.019583,0.224375,6.5833330000000005,1.2,2011-07-14,31.0,18.0,3.0,6.0,2.0,31.0,Good,5
2011-07-15,9.6,0.031471,0.31666700000000003,21.275,2.2,2011-07-15,40.0,29.0,4.0,20.0,3.0,40.0,Good,5
2011-07-16,12.3,0.044826,0.295455,16.986364000000002,1.329167,2011-07-16,51.0,42.0,3.0,16.0,2.0,51.0,Moderate,5
2011-07-17,12.5,0.051458,0.223042,10.933333,1.125,2011-07-17,52.0,48.0,3.0,10.0,2.0,52.0,Moderate,5
2011-07-18,17.0,0.026765,0.25416700000000003,18.875,1.083333,2011-07-18,61.0,25.0,3.0,18.0,2.0,61.0,Moderate,5
2011-07-19,15.1,0.0205,0.285261,16.578947,0.340909,2011-07-19,57.0,19.0,3.0,16.0,0.0,57.0,Moderate,5
2011-07-20,17.0,0.044588,0.354167,22.116667,1.191304,2011-07-20,61.0,41.0,4.0,21.0,2.0,61.0,Moderate,5
2011-07-21,,0.051458,0.3625,14.166667000000002,0.575,2011-07-21,,48.0,4.0,13.0,1.0,48.0,Good,4
2011-07-22,21.3,0.031471,0.381818,10.291667,0.8,2011-07-22,70.0,29.0,4.0,10.0,1.0,70.0,Moderate,5
2011-07-23,12.7,0.041625,0.329167,18.979167,1.208333,2011-07-23,52.0,39.0,4.0,18.0,2.0,52.0,Moderate,5
2011-07-24,12.9,0.023292,0.266304,10.125,0.0,2011-07-24,53.0,22.0,3.0,10.0,0.0,53.0,Moderate,5
2011-07-25,7.1,0.021083,0.233333,10.954545,0.0,2011-07-25,30.0,20.0,3.0,10.0,0.0,30.0,Good,5
2011-07-26,12.0,0.023292,0.2375,5.809524,1.083333,2011-07-26,50.0,22.0,3.0,5.0,2.0,50.0,Good,5
2011-07-27,7.1,0.026696,0.181208,12.87619,0.736364,2011-07-27,30.0,25.0,2.0,12.0,1.0,30.0,Good,5
2011-07-28,8.0,0.02,0.252636,8.583333,1.125,2011-07-28,33.0,19.0,3.0,8.0,2.0,33.0,Good,5
2011-07-29,12.2,0.030708,0.26087,8.333333,3.271429,2011-07-29,51.0,28.0,3.0,8.0,5.0,51.0,Moderate,5
2011-07-30,10.7,0.02675,0.2125,9.75,0.0,2011-07-30,45.0,25.0,2.0,9.0,0.0,45.0,Good,5
2011-07-31,9.2,0.02825,0.195409,6.9583330000000005,0.0,2011-07-31,38.0,26.0,2.0,7.0,0.0,38.0,Good,5
2011-08-01,11.6,0.047087,0.283333,12.217391,0.936744,2011-08-01,48.0,44.0,3.0,12.0,1.0,48.0,Good,5
2011-08-02,12.8,0.021833,0.2625,19.625,0.013636,2011-08-02,52.0,20.0,3.0,19.0,0.0,52.0,Moderate,5
2011-08-03,8.1,0.024875,0.2625,11.043478,0.471429,2011-08-03,34.0,23.0,3.0,10.0,1.0,34.0,Good,5
2011-08-04,6.5,0.028773000000000007,0.25217399999999995,22.725,0.229167,2011-08-04,27.0,27.0,3.0,21.0,0.0,27.0,Good,5
2011-08-05,5.5,0.023391,0.2,5.041667,0.6090909999999999,2011-08-05,23.0,22.0,2.0,5.0,1.0,23.0,Good,5
2011-08-06,11.2,0.035875,0.206727,5.173913,1.075,2011-08-06,47.0,33.0,2.0,5.0,2.0,47.0,Good,5
2011-08-07,9.7,0.020792,0.195818,10.295833,0.7608699999999999,2011-08-07,40.0,19.0,2.0,10.0,1.0,40.0,Good,5
2011-08-08,12.8,0.020739,0.354545,25.283333,1.429167,2011-08-08,52.0,19.0,4.0,24.0,2.0,52.0,Moderate,5
2011-08-09,7.1,0.015765,0.2875,16.045455,1.210764,2011-08-09,30.0,15.0,3.0,15.0,2.0,30.0,Good,5
2011-08-10,6.6,0.02025,0.199667,6.428571,1.0,2011-08-10,28.0,19.0,2.0,6.0,1.0,28.0,Good,5
2011-08-11,6.5,0.021412,0.191667,18.909091,0.935069,2011-08-11,27.0,20.0,2.0,18.0,1.0,27.0,Good,5
2011-08-12,8.0,0.013792,0.298,9.391304,1.0,2011-08-12,33.0,13.0,3.0,9.0,1.0,33.0,Good,5
2011-08-13,11.0,0.030083,0.225,13.75,0.014286000000000004,2011-08-13,46.0,28.0,3.0,13.0,0.0,46.0,Good,5
2011-08-14,8.3,0.03325,0.241667,10.25,1.0,2011-08-14,35.0,31.0,3.0,10.0,1.0,35.0,Good,5
2011-08-15,5.0,0.01975,0.200318,5.875,1.0,2011-08-15,21.0,18.0,2.0,6.0,1.0,21.0,Good,5
2011-08-16,8.2,0.015916999999999997,0.158333,19.05,0.8959999999999999,2011-08-16,34.0,15.0,2.0,18.0,1.0,34.0,Good,5
2011-08-17,9.9,0.023958,0.191304,18.1125,0.883333,2011-08-17,41.0,22.0,2.0,17.0,1.0,41.0,Good,5
2011-08-18,14.2,0.0375,0.275273,10.125,1.2,2011-08-18,55.0,35.0,3.0,10.0,2.0,55.0,Moderate,5
2011-08-19,14.8,0.031333,0.297739,17.833333,0.0,2011-08-19,57.0,29.0,3.0,17.0,0.0,57.0,Moderate,5
2011-08-20,9.7,0.043875,0.17083299999999998,13.272727,1.0,2011-08-20,40.0,41.0,2.0,13.0,1.0,41.0,Good,5
2011-08-21,13.8,0.041292,0.218762,4.391304,0.0,2011-08-21,55.0,38.0,2.0,4.0,0.0,55.0,Moderate,5
2011-08-22,4.7,0.012412,0.069565,16.5,1.128571,2011-08-22,20.0,11.0,1.0,16.0,2.0,20.0,Good,5
2011-08-23,6.8,0.027412,0.204167,8.739130000000001,0.008333,2011-08-23,28.0,25.0,2.0,8.0,0.0,28.0,Good,5
2011-08-24,7.8,0.035167000000000004,0.222208,9.380952,0.1,2011-08-24,32.0,33.0,3.0,9.0,0.0,33.0,Good,5
2011-08-25,12.0,0.034667,0.203522,5.3333330000000005,1.0,2011-08-25,50.0,32.0,2.0,5.0,1.0,50.0,Good,5
2011-08-26,9.8,0.033832999999999995,0.195238,16.166667,1.276744,2011-08-26,41.0,31.0,2.0,15.0,2.0,41.0,Good,5
2011-08-27,9.9,0.016083,0.252318,8.869565,1.1,2011-08-27,41.0,15.0,3.0,8.0,2.0,41.0,Good,5
2011-08-28,5.8,0.024125,0.054166999999999986,5.0,0.0,2011-08-28,24.0,22.0,1.0,5.0,0.0,24.0,Good,5
2011-08-29,5.2,0.013375,0.095652,16.375,1.166667,2011-08-29,22.0,12.0,1.0,15.0,2.0,22.0,Good,5
2011-08-30,7.3,0.012417,0.136364,19.883333,1.558333,2011-08-30,30.0,11.0,2.0,19.0,2.0,30.0,Good,5
2011-08-31,10.5,0.021,0.216667,10.888889,0.0375,2011-08-31,44.0,19.0,2.0,10.0,0.0,44.0,Good,5
2011-09-01,9.4,0.018417,0.243913,9.958333,2.177083,2011-09-01,39.0,17.0,3.0,9.0,3.0,39.0,Good,5
2011-09-02,8.0,0.026167000000000003,0.145455,19.383333,3.017391,2011-09-02,33.0,24.0,2.0,18.0,4.0,33.0,Good,5
2011-09-03,14.0,0.037294,0.258333,11.291667,1.7208330000000005,2011-09-03,55.0,35.0,3.0,11.0,2.0,55.0,Moderate,5
2011-09-04,18.7,0.035875,0.231091,5.043478,0.0,2011-09-04,65.0,33.0,3.0,5.0,0.0,65.0,Moderate,5
2011-09-05,7.8,0.028529,0.17083299999999998,5.714286,0.0,2011-09-05,32.0,26.0,2.0,5.0,0.0,32.0,Good,5
2011-09-06,8.7,0.040125,0.095833,5.210526,1.3,2011-09-06,36.0,37.0,1.0,5.0,2.0,37.0,Good,5
2011-09-07,,0.020375,0.078261,3.541667,0.0,2011-09-07,,19.0,1.0,3.0,0.0,19.0,Good,4
2011-09-08,7.8,0.004875,0.244864,11.304348,1.9,2011-09-08,32.0,5.0,3.0,11.0,3.0,32.0,Good,5
2011-09-09,7.7,0.012529,0.233333,17.0,1.8875,2011-09-09,32.0,12.0,3.0,16.0,3.0,32.0,Good,5
2011-09-10,8.7,0.015958,0.1,15.972727,2.8375,2011-09-10,36.0,15.0,1.0,15.0,4.0,36.0,Good,5
2011-09-11,7.1,0.013708,0.299091,8.583333,2.225,2011-09-11,30.0,13.0,3.0,8.0,3.0,30.0,Good,5
2011-09-12,14.6,0.023875,0.225,10.565217,0.0,2011-09-12,56.0,22.0,3.0,10.0,0.0,56.0,Moderate,5
2011-09-13,22.9,0.043118,0.16956500000000002,15.4,2.260764,2011-09-13,74.0,40.0,2.0,15.0,3.0,74.0,Moderate,5
2011-09-14,21.5,0.037588,0.2625,15.5,0.075,2011-09-14,71.0,35.0,3.0,15.0,0.0,71.0,Moderate,5
2011-09-15,13.6,0.022708,0.117391,5.75,0.0,2011-09-15,54.0,21.0,1.0,5.0,0.0,54.0,Moderate,5
2011-09-16,8.3,0.009542,0.163043,13.45,2.347826,2011-09-16,35.0,9.0,2.0,13.0,3.0,35.0,Good,5
2011-09-17,3.6,0.020739,0.045455,15.8625,0.53913,2011-09-17,15.0,19.0,1.0,15.0,1.0,19.0,Good,5
2011-09-18,3.1,0.021125,0.054166999999999986,4.4583330000000005,0.188542,2011-09-18,13.0,20.0,1.0,4.0,0.0,20.0,Good,5
2011-09-19,5.8,0.018333,0.069565,17.25,0.2125,2011-09-19,24.0,17.0,1.0,16.0,0.0,24.0,Good,5
2011-09-20,9.1,0.007125,0.118182,20.095833,0.486957,2011-09-20,38.0,7.0,1.0,19.0,1.0,38.0,Good,5
2011-09-21,10.7,0.022042,0.166667,18.380952,0.031818,2011-09-21,45.0,20.0,2.0,17.0,0.0,45.0,Good,5
2011-09-22,8.8,0.016125,0.1875,6.136364,0.5,2011-09-22,37.0,15.0,2.0,6.0,1.0,37.0,Good,5
2011-09-23,9.7,0.011857,0.281818,21.75,1.791304,2011-09-23,40.0,11.0,3.0,21.0,3.0,40.0,Good,5
2011-09-24,5.2,0.00875,0.117391,11.857143,0.6,2011-09-24,22.0,8.0,1.0,11.0,1.0,22.0,Good,5
2011-09-25,9.9,0.00775,0.343217,10.227273,0.358333,2011-09-25,41.0,7.0,4.0,10.0,1.0,41.0,Good,5
2011-09-26,10.2,0.010292,0.410682,27.533333,1.8,2011-09-26,42.0,10.0,5.0,26.0,3.0,42.0,Good,5
2011-09-27,14.5,0.022667,0.229167,8.083333,1.1375,2011-09-27,56.0,21.0,3.0,8.0,2.0,56.0,Moderate,5
2011-09-28,7.5,0.016875,0.193435,7.166667,0.545833,2011-09-28,31.0,16.0,2.0,7.0,1.0,31.0,Good,5
2011-09-29,8.0,0.026522000000000004,0.163636,21.640909,0.383333,2011-09-29,33.0,25.0,2.0,20.0,1.0,33.0,Good,5
2011-09-30,12.2,0.037958,0.15,5.8333330000000005,1.425,2011-09-30,51.0,35.0,2.0,6.0,2.0,51.0,Moderate,5
2011-10-01,9.1,0.017333,0.240217,13.916667000000002,1.666667,2011-10-01,38.0,16.0,3.0,13.0,2.0,38.0,Good,5
2011-10-02,6.4,0.008471,0.172524,10.208333,0.938909,2011-10-02,27.0,8.0,2.0,10.0,1.0,27.0,Good,5
2011-10-03,5.4,0.025417,0.272348,16.5,0.028571,2011-10-03,23.0,24.0,3.0,16.0,0.0,24.0,Good,5
2011-10-04,4.0,0.016583,0.19587,9.956522,0.8,2011-10-04,17.0,15.0,2.0,9.0,1.0,17.0,Good,5
2011-10-05,6.5,0.016222,0.183333,11.875,0.827239,2011-10-05,27.0,15.0,2.0,11.0,1.0,27.0,Good,5
2011-10-06,6.0,0.024625,0.2,7.708333,0.685714,2011-10-06,25.0,23.0,2.0,7.0,1.0,25.0,Good,5
2011-10-07,7.2,0.0115,0.287217,24.983333,4.175,2011-10-07,30.0,11.0,3.0,24.0,6.0,30.0,Good,5
2011-10-08,12.4,0.020458,0.282318,14.791667000000002,1.266667,2011-10-08,52.0,19.0,3.0,14.0,2.0,52.0,Moderate,5
2011-10-09,11.7,0.027458,0.108333,23.25,1.16087,2011-10-09,49.0,25.0,1.0,22.0,2.0,49.0,Good,5
2011-10-10,16.4,0.029471,0.2125,20.2,2.625,2011-10-10,60.0,27.0,2.0,19.0,4.0,60.0,Moderate,5
2011-10-11,7.0,0.032087,0.072727,23.883333,1.831818,2011-10-11,29.0,30.0,1.0,23.0,3.0,30.0,Good,5
2011-10-12,3.3,0.033292,0.07083300000000001,19.618182,0.945833,2011-10-12,14.0,31.0,1.0,19.0,1.0,31.0,Good,5
2011-10-13,4.2,0.026083,0.1,3.0,1.175,2011-10-13,18.0,24.0,1.0,3.0,2.0,24.0,Good,5
2011-10-14,5.2,0.028667,0.260818,19.083333,0.2375,2011-10-14,22.0,27.0,3.0,18.0,0.0,27.0,Good,5
2011-10-15,9.5,0.026792000000000003,0.168522,6.5833330000000005,1.813043,2011-10-15,40.0,25.0,2.0,6.0,3.0,40.0,Good,5
2011-10-16,7.6,0.029,0.2,9.583333,0.0,2011-10-16,32.0,27.0,2.0,9.0,0.0,32.0,Good,5
2011-10-17,8.9,0.023667,0.027273,6.125,1.879167,2011-10-17,37.0,22.0,0.0,6.0,3.0,37.0,Good,5
2011-10-18,6.7,0.026471,0.304167,20.0,0.7125,2011-10-18,28.0,25.0,3.0,19.0,1.0,28.0,Good,5
2011-10-19,6.2,0.021583,0.408333,6.4,0.0,2011-10-19,26.0,20.0,5.0,6.0,0.0,26.0,Good,5
2011-10-20,8.1,0.019913,0.3375,10.833333,2.098264,2011-10-20,34.0,18.0,4.0,10.0,3.0,34.0,Good,5
2011-10-21,4.4,0.005542,0.225,11.791667,2.0695650000000003,2011-10-21,18.0,5.0,3.0,11.0,3.0,18.0,Good,5
2011-10-22,10.6,0.00513,0.241667,10.333333,1.771875,2011-10-22,44.0,5.0,3.0,10.0,3.0,44.0,Good,5
2011-10-23,8.7,0.009059,0.283333,16.291667,1.668403,2011-10-23,36.0,8.0,3.0,15.0,2.0,36.0,Good,5
2011-10-24,11.0,0.016708,0.413864,17.791667,3.03913,2011-10-24,46.0,15.0,5.0,17.0,4.0,46.0,Good,5
2011-10-25,9.2,0.013667,0.2375,18.747059,1.927273,2011-10-25,38.0,13.0,3.0,18.0,3.0,38.0,Good,5
2011-10-26,9.7,0.003556,0.36087,24.521739,0.814286,2011-10-26,40.0,3.0,4.0,23.0,1.0,40.0,Good,5
2011-10-27,5.3,0.013416999999999998,0.333333,14.958332999999998,2.257143,2011-10-27,22.0,12.0,4.0,14.0,3.0,22.0,Good,5
2011-10-28,10.5,0.011458,0.241174,20.890909,4.075,2011-10-28,44.0,11.0,3.0,20.0,6.0,44.0,Good,5
2011-10-29,6.0,0.021294,0.2625,15.5,2.1625,2011-10-29,25.0,20.0,3.0,15.0,3.0,25.0,Good,5
2011-10-30,8.1,0.014522,0.178261,13.133333,1.973913,2011-10-30,34.0,13.0,2.0,12.0,3.0,34.0,Good,5
2011-10-31,11.0,0.006292,0.454167,24.5,1.728571,2011-10-31,46.0,6.0,5.0,23.0,2.0,46.0,Good,5
2011-11-01,12.7,0.010318,0.558333,23.125,3.781944,2011-11-01,52.0,10.0,6.0,22.0,5.0,52.0,Moderate,5
2011-11-02,11.9,0.007458,0.533333,22.166667,3.262745,2011-11-02,50.0,7.0,6.0,21.0,5.0,50.0,Good,5
2011-11-03,16.1,0.014292,0.358333,27.833333000000003,3.316667,2011-11-03,59.0,13.0,4.0,26.0,5.0,59.0,Moderate,5
2011-11-04,8.1,0.018667,0.231818,17.354167,2.3,2011-11-04,34.0,17.0,3.0,16.0,3.0,34.0,Good,5
2011-11-05,5.4,0.009167,0.308333,20.545455,1.333333,2011-11-05,23.0,8.0,4.0,19.0,2.0,23.0,Good,5
2011-11-06,8.6,0.014,0.279167,20.5,2.1,2011-11-06,36.0,13.0,3.0,19.0,3.0,36.0,Good,5
2011-11-07,10.2,0.011958,0.2875,25.083333,0.75,2011-11-07,42.0,11.0,3.0,24.0,1.0,42.0,Good,5
2011-11-08,14.5,0.0105,0.479167,34.136364,1.333333,2011-11-08,56.0,10.0,5.0,32.0,2.0,56.0,Moderate,5
2011-11-09,15.2,0.020176,0.4875,29.083333000000003,3.079167,2011-11-09,58.0,19.0,6.0,27.0,4.0,58.0,Moderate,5
2011-11-10,14.9,0.006542,0.429167,29.958333000000003,0.55,2011-11-10,57.0,6.0,5.0,28.0,1.0,57.0,Moderate,5
2011-11-11,7.6,0.019333000000000003,0.192364,12.072727,2.514286,2011-11-11,32.0,18.0,2.0,11.0,4.0,32.0,Good,5
2011-11-12,9.6,0.017235,0.17083299999999998,17.5,3.729167,2011-11-12,40.0,16.0,2.0,17.0,5.0,40.0,Good,5
2011-11-13,12.4,0.032625,0.254545,16.916667,3.370833,2011-11-13,52.0,30.0,3.0,16.0,5.0,52.0,Moderate,5
2011-11-14,12.2,0.028542,0.233333,12.166667,2.075,2011-11-14,51.0,26.0,3.0,11.0,3.0,51.0,Moderate,5
2011-11-15,7.0,0.010941,0.248435,18.313333,1.042857,2011-11-15,29.0,10.0,3.0,17.0,1.0,29.0,Good,5
2011-11-16,10.0,0.005875,0.408333,27.125,1.4285709999999998,2011-11-16,42.0,5.0,5.0,26.0,2.0,42.0,Good,5
2011-11-17,5.4,0.015739,0.2375,17.954545,0.7,2011-11-17,23.0,15.0,3.0,17.0,1.0,23.0,Good,5
2011-11-18,7.1,0.01,0.264706,19.458333,1.125,2011-11-18,30.0,9.0,3.0,18.0,2.0,30.0,Good,5
2011-11-19,9.1,0.022292,0.2,14.458332999999998,1.4350690000000002,2011-11-19,38.0,21.0,2.0,14.0,2.0,38.0,Good,5
2011-11-20,10.2,0.026208,0.208333,9.708333,1.1,2011-11-20,42.0,24.0,2.0,9.0,2.0,42.0,Good,5
2011-11-21,6.0,0.012167,0.25416700000000003,19.65,1.125,2011-11-21,25.0,11.0,3.0,19.0,2.0,25.0,Good,5
2011-11-22,9.9,0.014375,0.408333,26.458333000000003,2.770833,2011-11-22,41.0,13.0,5.0,25.0,4.0,41.0,Good,5
2011-11-23,3.6,0.024917,0.191909,7.541666999999999,1.041667,2011-11-23,15.0,23.0,2.0,7.0,1.0,23.0,Good,5
2011-11-24,4.9,0.011881999999999998,0.30356500000000003,15.8875,1.1625,2011-11-24,20.0,11.0,3.0,15.0,2.0,20.0,Good,5
2011-11-25,10.7,0.016375,0.241667,22.958333,1.041667,2011-11-25,45.0,15.0,3.0,22.0,1.0,45.0,Good,5
2011-11-26,14.0,0.007587999999999998,0.720909,24.345833,4.384,2011-11-26,55.0,7.0,8.0,23.0,6.0,55.0,Moderate,5
2011-11-27,23.9,0.011167,1.054167,25.791667,3.7625,2011-11-27,76.0,10.0,12.0,24.0,5.0,76.0,Moderate,5
2011-11-28,9.2,0.025917000000000003,0.238478,12.625,1.2,2011-11-28,38.0,24.0,3.0,12.0,2.0,38.0,Good,5
2011-11-29,5.9,0.020588,0.378261,14.25,0.26818200000000003,2011-11-29,25.0,19.0,4.0,13.0,0.0,25.0,Good,5
2011-11-30,8.3,0.021417,0.240909,16.047619,2.036364,2011-11-30,35.0,20.0,3.0,15.0,3.0,35.0,Good,5
2011-12-01,4.9,0.012182,0.250091,18.781818,1.075,2011-12-01,20.0,11.0,3.0,18.0,2.0,20.0,Good,5
2011-12-02,9.8,0.012765,0.2625,27.916667,2.3625,2011-12-02,41.0,12.0,3.0,26.0,3.0,41.0,Good,5
2011-12-03,7.2,0.010292,0.266667,19.854545,1.381818,2011-12-03,30.0,10.0,3.0,19.0,2.0,30.0,Good,5
2011-12-04,8.5,0.014792,0.375,20.763636,1.708333,2011-12-04,35.0,14.0,4.0,20.0,2.0,35.0,Good,5
2011-12-05,6.7,0.017958000000000002,0.308696,20.341667,0.016666999999999998,2011-12-05,28.0,17.0,4.0,19.0,0.0,28.0,Good,5
2011-12-06,6.6,0.014667,0.329167,19.875,1.0,2011-12-06,28.0,14.0,4.0,19.0,1.0,28.0,Good,5
2011-12-07,3.2,0.004,0.416667,11.125,2.05,2011-12-07,13.0,4.0,5.0,10.0,3.0,13.0,Good,5
2011-12-08,3.9,0.015458,0.255261,12.708333,1.782609,2011-12-08,16.0,14.0,3.0,12.0,3.0,16.0,Good,5
2011-12-09,12.9,0.010083,0.3,26.516667,2.975,2011-12-09,53.0,9.0,3.0,25.0,4.0,53.0,Moderate,5
2011-12-10,13.7,0.015833,0.354167,22.090909,2.245833,2011-12-10,54.0,15.0,4.0,21.0,3.0,54.0,Moderate,5
2011-12-11,10.8,0.016375,0.145833,26.25,2.365217,2011-12-11,45.0,15.0,2.0,25.0,3.0,45.0,Good,5
2011-12-12,12.9,0.009000000000000001,0.370833,32.25,3.757986,2011-12-12,53.0,8.0,4.0,30.0,5.0,53.0,Moderate,5
2011-12-13,17.0,0.0050420000000000005,0.429167,31.75,6.908333,2011-12-13,61.0,5.0,5.0,30.0,10.0,61.0,Moderate,5
2011-12-14,11.4,0.007833,0.358043,22.3,2.1,2011-12-14,48.0,7.0,4.0,21.0,3.0,48.0,Good,5
2011-12-15,9.7,0.026412,0.295833,20.708333,2.3218490000000003,2011-12-15,40.0,24.0,3.0,20.0,3.0,40.0,Good,5
2011-12-16,9.5,0.007353,0.190909,11.833333,0.45,2011-12-16,40.0,7.0,2.0,11.0,1.0,40.0,Good,5
2011-12-17,7.8,0.016541999999999998,0.17916700000000002,12.416667,0.166667,2011-12-17,32.0,15.0,2.0,12.0,0.0,32.0,Good,5
2011-12-18,7.1,0.01775,0.07083300000000001,16.916667,1.083333,2011-12-18,30.0,16.0,1.0,16.0,2.0,30.0,Good,5
2011-12-19,13.8,0.014882,0.191667,26.833333000000003,4.6625,2011-12-19,55.0,14.0,2.0,25.0,7.0,55.0,Moderate,5
2011-12-20,8.2,0.013083,0.291667,24.45,2.617391,2011-12-20,34.0,12.0,3.0,23.0,4.0,34.0,Good,5
2011-12-21,8.4,0.018176,0.458333,24.166667,1.1,2011-12-21,35.0,17.0,5.0,23.0,2.0,35.0,Good,5
2011-12-22,6.2,0.009125,0.24117600000000006,23.818182,1.086957,2011-12-22,26.0,8.0,3.0,22.0,2.0,26.0,Good,5
2011-12-23,3.5,0.00875,0.383333,22.208333,1.0375,2011-12-23,15.0,8.0,4.0,21.0,1.0,21.0,Good,5
2011-12-24,6.9,0.01725,0.054166999999999986,17.875,1.041667,2011-12-24,29.0,16.0,1.0,17.0,1.0,29.0,Good,5
2011-12-25,8.5,0.00875,0.17083299999999998,29.636364,3.542857,2011-12-25,35.0,8.0,2.0,28.0,5.0,35.0,Good,5
2011-12-26,7.0,0.011125,0.152174,18.4,1.166667,2011-12-26,29.0,10.0,2.0,17.0,2.0,29.0,Good,5
2011-12-27,6.5,0.016833,0.2125,21.916667,1.291667,2011-12-27,27.0,16.0,2.0,21.0,2.0,27.0,Good,5
2011-12-28,6.1,0.021,0.20719,15.272727,2.125,2011-12-28,25.0,19.0,2.0,14.0,3.0,25.0,Good,5
2011-12-29,4.1,0.013471,0.033333,21.625,0.641667,2011-12-29,17.0,12.0,0.0,20.0,1.0,20.0,Good,5
2011-12-30,15.4,0.002583,0.347826,30.308333,5.1,2011-12-30,58.0,2.0,4.0,29.0,7.0,58.0,Moderate,5
2011-12-31,23.5,0.002167,0.466667,20.136364,1.6,2011-12-31,75.0,2.0,5.0,19.0,2.0,75.0,Moderate,5
2012-01-01,9.3,0.011875,0.342105,18.125,2.074545,2012-01-01,39.0,11.0,4.0,17.0,3.0,39.0,Good,5
